scaffold	representative	dereplication_status
NZ_CP047826.1	GCF_029951485.1	redundant
NZ_JARAPU010000004.1	GCF_029951485.1	redundant
DALTCA010000006.1	GCF_029951485.1	redundant
DARLRB010000007.1	GCF_029951485.1	redundant
DANISJ010000005.1	GCF_029951485.1	redundant
NZ_JARAQZ010000009.1	GCF_029951485.1	redundant
DAMPTA010000008.1	GCF_029951485.1	redundant
NZ_JAHZUF010000001.1	GCF_029951485.1	redundant
JAUKDA010000008.1	GCF_029951485.1	redundant
NZ_JARAPG010000006.1	GCF_029951485.1	redundant
DALSDP010000005.1	GCF_029951485.1	redundant
NZ_JARAQJ010000004.1	GCF_029951485.1	redundant
DALWMA010000006.1	GCF_029951485.1	redundant
DASKYE010000005.1	GCF_029951485.1	redundant
JAEVJE010000004.1	GCF_029951485.1	redundant
JAMRBX010000004.1	GCF_029951485.1	redundant
NZ_JAIUGC010000003.1	GCF_029951485.1	redundant
NZ_JARZFQ010000001.1	GCF_029951485.1	redundant
NZ_JARAPP010000005.1	GCF_029951485.1	redundant
DALTAE010000006.1	GCF_029951485.1	redundant
DARFRO010000006.1	GCF_029951485.1	redundant
NZ_CP063686.1	GCF_029951485.1	redundant
NZ_JARAQW010000006.1	GCF_029951485.1	redundant
DAMLND010000008.1	GCF_029951485.1	redundant
NZ_JARASC010000004.1	GCF_029951485.1	redundant
NZ_JARAPA010000006.1	GCF_029951485.1	redundant
DALSAI010000007.1	GCF_029951485.1	redundant
DAQAYE010000005.1	GCF_029951485.1	redundant
NZ_JARAQH010000001.1	GCF_029951485.1	redundant
JADGYF010000001.1	GCF_029951485.1	redundant
JAMRAH010000003.1	GCF_029951485.1	redundant
NZ_JARARL010000003.1	GCF_029951485.1	redundant
JAIGAR010000001.1	GCF_029951485.1	redundant
DADZPL010000001.1	GCF_029951485.1	redundant
DALRDE010000002.1	GCF_029951485.1	redundant
DAKBPE010000035.1	GCF_029951485.1	redundant
DADYLI010000004.1	GCF_029951485.1	redundant
DAJOSV010000002.1	GCF_029951485.1	redundant
DALQSG010000004.1	GCF_029951485.1	redundant
NZ_CP051191.1	GCF_029951485.1	redundant
DAMKRE010000003.1	GCF_029951485.1	redundant
NZ_CP042046.1	GCF_029951485.1	redundant
JANEAO010000001.1	GCF_029951485.1	redundant
DAKYQT010000010.1	GCF_029951485.1	redundant
JANEAM010000002.1	GCF_029951485.1	redundant
DAKWNW010000001.1	GCF_029951485.1	redundant
DALNGD010000007.1	GCF_029951485.1	redundant
JANEDW010000001.1	GCF_029951485.1	redundant
DACLFS010000006.1	GCF_029951485.1	redundant
JANEFR010000004.1	GCF_029951485.1	redundant
DAHQNX010000006.1	GCF_029951485.1	redundant
DAKTPU010000005.1	GCF_029951485.1	redundant
JAHPHE010000001.1	GCF_029951485.1	redundant
DAKWOL010000002.1	GCF_029951485.1	redundant
DAKNRN010000006.1	GCF_029951485.1	redundant
DALREI010000002.1	GCF_029951485.1	redundant
DALRCW010000002.1	GCF_029951485.1	redundant
DAKYOB010000001.1	GCF_029951485.1	redundant
DALREF010000002.1	GCF_029951485.1	redundant
DALRCQ010000001.1	GCF_029951485.1	redundant
DALQYH010000002.1	GCF_029951485.1	redundant
JAFJRT010000002.1	GCF_029951485.1	redundant
DAKJSP010000006.1	GCF_029951485.1	redundant
DADYMT010000004.1	GCF_029951485.1	redundant
DAKANA010000006.1	GCF_029951485.1	redundant
JAKJYB010000001.1	GCF_029951485.1	redundant
DACNDK020000039.1	GCF_029951485.1	redundant
JANEDI010000001.1	GCF_029951485.1	redundant
JANECH010000001.1	GCF_029951485.1	redundant
DACLSJ010000002.1	GCF_029951485.1	redundant
JANEFL010000001.1	GCF_029951485.1	redundant
JANEGL010000001.1	GCF_029951485.1	redundant
DAHQMZ010000005.1	GCF_029951485.1	redundant
JAFJRF010000001.1	GCF_029951485.1	redundant
DAKJWK010000006.1	GCF_029951485.1	redundant
DAKFFY010000005.1	GCF_029951485.1	redundant
DAKBBQ010000003.1	GCF_029951485.1	redundant
JAKNVS010000001.1	GCF_029951485.1	redundant
JAKNUY010000002.1	GCF_029951485.1	redundant
JANEAU010000013.1	GCF_029951485.1	redundant
JANECE010000001.1	GCF_029951485.1	redundant
DACLUU010000008.1	GCF_029951485.1	redundant
JANEEF010000003.1	GCF_029951485.1	redundant
DACKLM010000001.1	GCF_029951485.1	redundant
JANEFX010000001.1	GCF_029951485.1	redundant
NZ_JASPCW010000031.1	GCF_030234055.1	dereplication_representative
UHBE01000001.1	GCF_900457805.1	dereplication_representative
