representative	cluster_size
GCF_024927965.1_ASM2492796v1_genomic.fna.gz	2
GCF_025165795.1_ASM2516579v1_genomic.fna.gz	1
GCF_025195125.1_ASM2519512v1_genomic.fna.gz	1
GCF_025252265.1_ASM2525226v1_genomic.fna.gz	1
GCF_025399765.1_ASM2539976v1_genomic.fna.gz	2
GCF_025399795.1_ASM2539979v1_genomic.fna.gz	1
GCF_025399895.1_ASM2539989v1_genomic.fna.gz	1
GCF_025403355.1_ASM2540335v1_genomic.fna.gz	2
GCF_025465275.1_ASM2546527v1_genomic.fna.gz	2
GCF_025642135.1_ASM2564213v1_genomic.fna.gz	1
GCF_025655475.1_ASM2565547v1_genomic.fna.gz	1
GCF_025960925.1_ASM2596092v1_genomic.fna.gz	3
GCF_026008495.1_ASM2600849v1_genomic.fna.gz	1
GCF_026008515.1_ASM2600851v1_genomic.fna.gz	1
GCF_026017845.1_ASM2601784v1_genomic.fna.gz	8
GCF_026167665.1_ASM2616766v1_genomic.fna.gz	4
GCF_026191925.1_ASM2619192v1_genomic.fna.gz	1
GCF_026242055.1_ASM2624205v1_genomic.fna.gz	1
GCF_026242095.1_ASM2624209v1_genomic.fna.gz	1
GCF_026274175.1_ASM2627417v1_genomic.fna.gz	1
GCF_026339775.1_ASM2633977v1_genomic.fna.gz	1
GCF_026339875.1_ASM2633987v1_genomic.fna.gz	1
GCF_026340175.1_ASM2634017v1_genomic.fna.gz	3
GCF_026340255.1_ASM2634025v1_genomic.fna.gz	1
GCF_026340285.1_ASM2634028v1_genomic.fna.gz	1
GCF_026340305.1_ASM2634030v1_genomic.fna.gz	1
GCF_026340475.1_ASM2634047v1_genomic.fna.gz	2
GCF_026340565.1_ASM2634056v1_genomic.fna.gz	1
GCF_026340655.1_ASM2634065v1_genomic.fna.gz	1
GCF_026341125.1_ASM2634112v1_genomic.fna.gz	1
GCF_026341295.1_ASM2634129v1_genomic.fna.gz	2
GCF_026341515.1_ASM2634151v1_genomic.fna.gz	1
GCF_026341775.1_ASM2634177v1_genomic.fna.gz	2
GCF_026341795.1_ASM2634179v1_genomic.fna.gz	2
GCF_026341875.1_ASM2634187v1_genomic.fna.gz	1
GCF_026342015.1_ASM2634201v1_genomic.fna.gz	1
GCF_026342055.1_ASM2634205v1_genomic.fna.gz	16
GCF_026342135.1_ASM2634213v1_genomic.fna.gz	1
GCF_026342395.1_ASM2634239v1_genomic.fna.gz	1
GCF_026342435.1_ASM2634243v1_genomic.fna.gz	1
GCF_026342455.1_ASM2634245v1_genomic.fna.gz	1
GCF_026342695.1_ASM2634269v1_genomic.fna.gz	12
GCF_026342895.1_ASM2634289v1_genomic.fna.gz	1
GCF_026343055.1_ASM2634305v1_genomic.fna.gz	3
GCF_026343125.1_ASM2634312v1_genomic.fna.gz	1
GCF_026343185.1_ASM2634318v1_genomic.fna.gz	2
GCF_026343295.1_ASM2634329v1_genomic.fna.gz	1
GCF_026343385.1_ASM2634338v1_genomic.fna.gz	1
GCF_026343615.1_ASM2634361v1_genomic.fna.gz	1
GCF_026343635.1_ASM2634363v1_genomic.fna.gz	1
GCF_026343715.1_ASM2634371v1_genomic.fna.gz	1
GCF_026420845.1_ASM2642084v1_genomic.fna.gz	1
GCF_026627245.1_ASM2662724v1_genomic.fna.gz	1
GCF_026627505.1_ASM2662750v1_genomic.fna.gz	2
GCF_026810505.1_ASM2681050v1_genomic.fna.gz	1
GCF_026965885.1_ASM2696588v1_genomic.fna.gz	1
GCF_027270315.1_ASM2727031v1_genomic.fna.gz	1
GCF_027270795.1_ASM2727079v1_genomic.fna.gz	1
GCF_027317685.1_ASM2731768v1_genomic.fna.gz	1
GCF_027324685.1_ASM2732468v1_genomic.fna.gz	1
GCF_027460215.1_ASM2746021v1_genomic.fna.gz	1
GCF_027460265.1_ASM2746026v1_genomic.fna.gz	1
GCF_027497255.1_ASM2749725v1_genomic.fna.gz	1
GCF_027533845.1_ASM2753384v1_genomic.fna.gz	1
GCF_027570385.1_ASM2757038v1_genomic.fna.gz	1
GCF_027625935.1_ASM2762593v1_genomic.fna.gz	1
GCF_027627435.1_ASM2762743v1_genomic.fna.gz	1
GCF_027706725.1_ASM2770672v1_genomic.fna.gz	1
GCF_027853915.1_ASM2785391v1_genomic.fna.gz	1
GCF_027853965.1_ASM2785396v1_genomic.fna.gz	4
GCF_027889795.1_ASM2788979v1_genomic.fna.gz	8
GCF_027920075.1_ASM2792007v1_genomic.fna.gz	1
GCF_027922005.1_ASM2792200v1_genomic.fna.gz	2
GCF_027923225.1_ASM2792322v1_genomic.fna.gz	1
GCF_027947545.2_ASM2794754v2_genomic.fna.gz	2
GCF_028200735.1_ASM2820073v1_genomic.fna.gz	1
GCF_028369295.1_ASM2836929v1_genomic.fna.gz	2
GCF_028657195.3_ASM2865719v3_genomic.fna.gz	2
GCF_028736035.1_ASM2873603v1_genomic.fna.gz	1
GCF_028863365.1_ASM2886336v1_genomic.fna.gz	5
GCF_028885415.1_ASM2888541v1_genomic.fna.gz	1
GCF_028993575.1_ASM2899357v1_genomic.fna.gz	2
GCF_029087445.1_ASM2908744v1_genomic.fna.gz	1
GCF_029167025.1_ASM2916702v1_genomic.fna.gz	1
GCF_029269905.1_ASM2926990v1_genomic.fna.gz	1
GCF_029269915.1_ASM2926991v1_genomic.fna.gz	1
GCF_029351045.1_ASM2935104v1_genomic.fna.gz	1
GCF_029369745.1_ASM2936974v1_genomic.fna.gz	1
GCF_029581315.1_ASM2958131v1_genomic.fna.gz	1
GCF_029581475.1_ASM2958147v1_genomic.fna.gz	6
GCF_029626025.1_ASM2962602v1_genomic.fna.gz	1
GCF_029626075.1_ASM2962607v1_genomic.fna.gz	1
GCF_029626165.1_ASM2962616v1_genomic.fna.gz	1
GCF_029626225.1_ASM2962622v1_genomic.fna.gz	1
GCF_029675105.1_ASM2967510v1_genomic.fna.gz	1
GCF_029759805.1_ASM2975980v1_genomic.fna.gz	4
GCF_029809455.1_ASM2980945v1_genomic.fna.gz	1
GCF_029813835.1_ASM2981383v1_genomic.fna.gz	1
GCF_029846775.1_ASM2984677v1_genomic.fna.gz	1
GCF_029868245.1_ASM2986824v1_genomic.fna.gz	2
GCF_029868435.1_ASM2986843v1_genomic.fna.gz	1
GCF_029868525.1_ASM2986852v1_genomic.fna.gz	1
GCF_029868625.1_ASM2986862v1_genomic.fna.gz	1
GCF_029868845.1_ASM2986884v1_genomic.fna.gz	2
GCF_029868895.1_ASM2986889v1_genomic.fna.gz	1
GCF_029869045.1_ASM2986904v1_genomic.fna.gz	6
GCF_029869545.1_ASM2986954v1_genomic.fna.gz	2
GCF_029869565.1_ASM2986956v1_genomic.fna.gz	3
GCF_029869765.1_ASM2986976v1_genomic.fna.gz	1
GCF_029892565.1_ASM2989256v1_genomic.fna.gz	2
GCF_029893355.1_ASM2989335v1_genomic.fna.gz	2
GCF_029893585.1_ASM2989358v1_genomic.fna.gz	1
GCF_029893845.1_ASM2989384v1_genomic.fna.gz	1
GCF_029894375.1_ASM2989437v1_genomic.fna.gz	6
GCF_029894405.1_ASM2989440v1_genomic.fna.gz	27
GCF_029894425.1_ASM2989442v1_genomic.fna.gz	4
GCF_029948125.1_ASM2994812v1_genomic.fna.gz	1
GCF_029968015.1_ASM2996801v1_genomic.fna.gz	2
GCF_029968035.1_ASM2996803v1_genomic.fna.gz	1
GCF_029968095.1_ASM2996809v1_genomic.fna.gz	1
GCF_030010455.1_ASM3001045v1_genomic.fna.gz	1
GCF_030010595.1_ASM3001059v1_genomic.fna.gz	1
GCF_030028635.1_ASM3002863v1_genomic.fna.gz	2
GCF_030056425.1_ASM3005642v1_genomic.fna.gz	1
GCF_030056615.1_ASM3005661v1_genomic.fna.gz	1
GCF_030063405.1_ASM3006340v1_genomic.fna.gz	1
GCF_030063415.1_ASM3006341v1_genomic.fna.gz	1
GCF_030064675.1_ASM3006467v1_genomic.fna.gz	1
GCF_030116705.1_ASM3011670v1_genomic.fna.gz	1
GCF_030124145.1_ASM3012414v1_genomic.fna.gz	1
GCF_030124175.1_ASM3012417v1_genomic.fna.gz	1
GCF_030182635.1_ASM3018263v1_genomic.fna.gz	2
GCF_030268225.1_ASM3026822v1_genomic.fna.gz	1
GCF_030268625.1_ASM3026862v1_genomic.fna.gz	3
GCF_030268685.1_ASM3026868v1_genomic.fna.gz	1
GCF_030268825.1_ASM3026882v1_genomic.fna.gz	2
GCF_030268885.1_ASM3026888v1_genomic.fna.gz	1
GCF_030268985.1_ASM3026898v1_genomic.fna.gz	1
GCF_030269045.1_ASM3026904v1_genomic.fna.gz	4
GCF_030269285.1_ASM3026928v1_genomic.fna.gz	1
GCF_030269305.1_ASM3026930v1_genomic.fna.gz	1
GCF_030269325.1_ASM3026932v1_genomic.fna.gz	1
GCF_030269365.1_ASM3026936v1_genomic.fna.gz	2
GCF_030269445.1_ASM3026944v1_genomic.fna.gz	1
GCF_030269465.1_ASM3026946v1_genomic.fna.gz	1
GCF_030269485.1_ASM3026948v1_genomic.fna.gz	1
GCF_030269545.1_ASM3026954v1_genomic.fna.gz	1
GCF_030269645.1_ASM3026964v1_genomic.fna.gz	1
GCF_030271535.1_ASM3027153v1_genomic.fna.gz	1
GCF_030285645.1_ASM3028564v1_genomic.fna.gz	1
GCF_030286025.1_ASM3028602v1_genomic.fna.gz	1
GCF_030286555.1_ASM3028655v1_genomic.fna.gz	1
GCF_030287445.1_ASM3028744v1_genomic.fna.gz	1
GCF_030294945.1_SGFS_1.0_genomic.fna.gz	1
GCF_030403595.1_ASM3040359v1_genomic.fna.gz	1
GCF_030403745.1_ASM3040374v1_genomic.fna.gz	1
GCF_030406405.1_ASM3040640v1_genomic.fna.gz	1
GCF_030406905.1_ASM3040690v1_genomic.fna.gz	5
GCF_030440515.1_ASM3044051v1_genomic.fna.gz	1
GCF_030486425.1_ASM3048642v1_genomic.fna.gz	1
GCF_030490905.1_ASM3049090v1_genomic.fna.gz	2
GCF_030499535.1_ASM3049953v1_genomic.fna.gz	1
GCF_030555055.1_ASM3055505v1_genomic.fna.gz	1
GCF_030719275.1_ASM3071927v1_genomic.fna.gz	1
GCF_030719295.1_ASM3071929v1_genomic.fna.gz	1
GCF_030757795.1_ASM3075779v1_genomic.fna.gz	1
GCF_030766905.1_ASM3076690v1_genomic.fna.gz	10
GCF_030766925.1_ASM3076692v1_genomic.fna.gz	2
GCF_030766935.1_ASM3076693v1_genomic.fna.gz	2
GCF_030766965.1_ASM3076696v1_genomic.fna.gz	1
GCF_030766985.1_ASM3076698v1_genomic.fna.gz	2
GCF_030767025.1_ASM3076702v1_genomic.fna.gz	1
GCF_030815415.1_ASM3081541v1_genomic.fna.gz	1
GCF_030816375.1_ASM3081637v1_genomic.fna.gz	1
GCF_030816745.1_ASM3081674v1_genomic.fna.gz	1
GCF_030816955.1_ASM3081695v1_genomic.fna.gz	1
GCF_030816995.1_ASM3081699v1_genomic.fna.gz	1
GCF_030817035.1_ASM3081703v1_genomic.fna.gz	1
GCF_030817415.1_ASM3081741v1_genomic.fna.gz	1
GCF_030817535.1_ASM3081753v1_genomic.fna.gz	1
GCF_030817655.1_ASM3081765v1_genomic.fna.gz	2
GCF_030817975.1_ASM3081797v1_genomic.fna.gz	1
GCF_031178505.1_ASM3117850v1_genomic.fna.gz	1
GCF_031457585.1_ASM3145758v1_genomic.fna.gz	2
GCF_031458235.1_ASM3145823v1_genomic.fna.gz	1
GCF_031625235.1_ASM3162523v1_genomic.fna.gz	2
GCF_031760065.1_ASM3176006v1_genomic.fna.gz	1
GCF_031845375.1_ASM3184537v1_genomic.fna.gz	1
GCF_031845405.1_ASM3184540v1_genomic.fna.gz	1
GCF_031845445.1_ASM3184544v1_genomic.fna.gz	1
GCF_031845585.1_ASM3184558v1_genomic.fna.gz	4
GCF_031845625.1_ASM3184562v1_genomic.fna.gz	2
GCF_031845645.1_ASM3184564v1_genomic.fna.gz	2
GCF_031845665.1_ASM3184566v1_genomic.fna.gz	1
GCF_031845765.1_ASM3184576v1_genomic.fna.gz	1
GCF_031845825.1_ASM3184582v1_genomic.fna.gz	1
GCF_031845845.1_ASM3184584v1_genomic.fna.gz	1
GCF_031932565.1_ASM3193256v1_genomic.fna.gz	2
GCF_032027725.1_ASM3202772v1_genomic.fna.gz	2
GCF_032105745.1_ASM3210574v1_genomic.fna.gz	1
GCF_032248415.1_ASM3224841v1_genomic.fna.gz	1
GCF_032248595.1_ASM3224859v1_genomic.fna.gz	1
GCF_032248615.1_ASM3224861v1_genomic.fna.gz	1
GCF_032248675.1_ASM3224867v1_genomic.fna.gz	6
GCF_032335455.1_ASM3233545v1_genomic.fna.gz	1
GCF_032423885.1_ASM3242388v1_genomic.fna.gz	1
GCF_032436795.1_ASM3243679v1_genomic.fna.gz	2
GCF_032598905.1_ASM3259890v1_genomic.fna.gz	1
GCF_032656605.1_ASM3265660v1_genomic.fna.gz	1
GCF_033042415.1_ASM3304241v1_genomic.fna.gz	1
GCF_033042455.1_ASM3304245v1_genomic.fna.gz	1
GCF_033100835.1_ASM3310083v1_genomic.fna.gz	1
GCF_033142445.1_ASM3314244v1_genomic.fna.gz	1
GCF_033142465.1_ASM3314246v1_genomic.fna.gz	1
GCF_033335955.1_ASM3333595v1_genomic.fna.gz	1
GCF_033366695.1_ASM3336669v1_genomic.fna.gz	2
GCF_033366705.1_ASM3336670v1_genomic.fna.gz	1
GCF_033433935.1_ASM3343393v1_genomic.fna.gz	1
GCF_033441515.1_ASM3344151v1_genomic.fna.gz	1
GCF_033441795.1_ASM3344179v1_genomic.fna.gz	1
GCF_033446045.1_ASM3344604v1_genomic.fna.gz	1
GCF_033660025.1_ASM3366002v1_genomic.fna.gz	1
GCF_033790865.1_ASM3379086v1_genomic.fna.gz	8
GCF_033790905.1_ASM3379090v1_genomic.fna.gz	4
GCF_033792395.1_ASM3379239v1_genomic.fna.gz	3
GCF_033792905.1_ASM3379290v1_genomic.fna.gz	1
GCF_033793365.1_ASM3379336v1_genomic.fna.gz	16
GCF_033793745.1_ASM3379374v1_genomic.fna.gz	2
GCF_033793825.1_ASM3379382v1_genomic.fna.gz	1
GCF_033794345.1_ASM3379434v1_genomic.fna.gz	2
GCF_033794485.1_ASM3379448v1_genomic.fna.gz	2
GCF_033794625.1_ASM3379462v1_genomic.fna.gz	1
GCF_033794665.1_ASM3379466v1_genomic.fna.gz	1
GCF_033794725.1_ASM3379472v1_genomic.fna.gz	1
GCF_033795085.1_ASM3379508v1_genomic.fna.gz	3
GCF_033795225.1_ASM3379522v1_genomic.fna.gz	4
GCF_033844245.1_ASM3384424v1_genomic.fna.gz	7
GCF_033949925.1_ASM3394992v1_genomic.fna.gz	1
GCF_033949945.1_ASM3394994v1_genomic.fna.gz	1
GCF_033949975.1_ASM3394997v1_genomic.fna.gz	1
GCF_034057835.1_ASM3405783v1_genomic.fna.gz	2
GCF_034520105.1_ASM3452010v1_genomic.fna.gz	1
GCF_035276945.1_ASM3527694v1_genomic.fna.gz	3
GCF_035525475.1_ASM3552547v1_genomic.fna.gz	1
GCF_035578105.1_ASM3557810v1_genomic.fna.gz	1
GCF_035605935.1_ASM3560593v1_genomic.fna.gz	1
GCF_035634895.1_ASM3563489v1_genomic.fna.gz	1
GCF_035644915.1_ASM3564491v1_genomic.fna.gz	1
GCF_035650855.1_ASM3565085v1_genomic.fna.gz	1
GCF_035653575.1_ASM3565357v1_genomic.fna.gz	1
GCF_035656535.1_ASM3565653v1_genomic.fna.gz	2
GCF_035658475.1_ASM3565847v1_genomic.fna.gz	3
GCF_035687565.1_ASM3568756v1_genomic.fna.gz	1
GCF_035712165.1_ASM3571216v1_genomic.fna.gz	1
GCF_035762905.1_ASM3576290v1_genomic.fna.gz	1
GCF_035798155.1_ASM3579815v1_genomic.fna.gz	1
GCF_035828615.1_ASM3582861v1_genomic.fna.gz	1
GCF_035828755.1_ASM3582875v1_genomic.fna.gz	1
GCF_035853655.1_ASM3585365v1_genomic.fna.gz	1
GCF_035917155.1_ASM3591715v1_genomic.fna.gz	1
GCF_035917195.1_ASM3591719v1_genomic.fna.gz	1
GCF_035917215.1_ASM3591721v1_genomic.fna.gz	1
GCF_035917415.1_ASM3591741v1_genomic.fna.gz	1
GCF_035917595.1_ASM3591759v1_genomic.fna.gz	1
GCF_035917695.1_ASM3591769v1_genomic.fna.gz	1
GCF_035917995.1_ASM3591799v1_genomic.fna.gz	2
GCF_035918055.1_ASM3591805v1_genomic.fna.gz	1
GCF_035938995.1_ASM3593899v1_genomic.fna.gz	1
GCF_035942955.1_ASM3594295v1_genomic.fna.gz	1
GCF_035946055.1_ASM3594605v1_genomic.fna.gz	1
GCF_035949105.2_ASM3594910v2_genomic.fna.gz	5
GCF_035953295.1_ASM3595329v1_genomic.fna.gz	1
GCF_035957715.1_ASM3595771v1_genomic.fna.gz	1
GCF_035958815.1_ASM3595881v1_genomic.fna.gz	1
GCF_035975855.1_ASM3597585v1_genomic.fna.gz	1
GCF_035976515.1_ASM3597651v1_genomic.fna.gz	1
GCF_035981415.1_ASM3598141v1_genomic.fna.gz	1
GCF_035984415.1_ASM3598441v1_genomic.fna.gz	1
GCF_035987325.1_ASM3598732v1_genomic.fna.gz	1
GCF_035996785.1_ASM3599678v1_genomic.fna.gz	3
GCF_036002505.1_ASM3600250v1_genomic.fna.gz	1
GCF_036010325.1_ASM3601032v1_genomic.fna.gz	1
GCF_036010565.1_ASM3601056v1_genomic.fna.gz	2
GCF_036013605.1_ASM3601360v1_genomic.fna.gz	1
GCF_036013645.1_ASM3601364v1_genomic.fna.gz	1
GCF_036013955.1_ASM3601395v1_genomic.fna.gz	1
GCF_036013975.1_ASM3601397v1_genomic.fna.gz	1
GCF_036014055.1_ASM3601405v1_genomic.fna.gz	3
GCF_036014075.1_ASM3601407v1_genomic.fna.gz	1
GCF_036014115.1_ASM3601411v1_genomic.fna.gz	1
GCF_036014175.1_ASM3601417v1_genomic.fna.gz	1
GCF_036014235.1_ASM3601423v1_genomic.fna.gz	1
GCF_036038375.1_ASM3603837v1_genomic.fna.gz	1
GCF_036046055.1_ASM3604605v1_genomic.fna.gz	1
GCF_036057275.1_ASM3605727v1_genomic.fna.gz	2
GCF_036063235.1_ASM3606323v1_genomic.fna.gz	1
GCF_036084755.1_ASM3608475v1_genomic.fna.gz	1
GCF_036088315.1_ASM3608831v1_genomic.fna.gz	2
GCF_036103115.1_ASM3610311v1_genomic.fna.gz	1
GCF_036133475.1_ASM3613347v1_genomic.fna.gz	1
GCF_036136635.1_ASM3613663v1_genomic.fna.gz	1
GCF_036139655.1_ASM3613965v1_genomic.fna.gz	1
GCF_036147535.1_ASM3614753v1_genomic.fna.gz	1
GCF_036173045.1_ASM3617304v1_genomic.fna.gz	1
GCF_036174265.1_ASM3617426v1_genomic.fna.gz	1
GCF_036178905.1_ASM3617890v1_genomic.fna.gz	10
GCF_036181125.1_ASM3618112v1_genomic.fna.gz	1
GCF_036188265.1_ASM3618826v1_genomic.fna.gz	1
GCF_036191345.1_ASM3619134v1_genomic.fna.gz	1
GCF_036194065.1_ASM3619406v1_genomic.fna.gz	1
GCF_036206005.1_ASM3620600v1_genomic.fna.gz	1
GCF_036226385.1_ASM3622638v1_genomic.fna.gz	2
GCF_036226625.1_ASM3622662v1_genomic.fna.gz	8
GCF_036226685.1_ASM3622668v1_genomic.fna.gz	2
GCF_036226745.1_ASM3622674v1_genomic.fna.gz	1
GCF_036226805.1_ASM3622680v1_genomic.fna.gz	1
GCF_036226885.1_ASM3622688v1_genomic.fna.gz	1
GCF_036226925.1_ASM3622692v1_genomic.fna.gz	1
GCF_036227025.1_ASM3622702v1_genomic.fna.gz	4
GCF_036227125.1_ASM3622712v1_genomic.fna.gz	1
GCF_036227165.1_ASM3622716v1_genomic.fna.gz	1
GCF_036227185.1_ASM3622718v1_genomic.fna.gz	3
GCF_036227245.1_ASM3622724v1_genomic.fna.gz	1
GCF_036227265.1_ASM3622726v1_genomic.fna.gz	3
GCF_036227285.1_ASM3622728v1_genomic.fna.gz	1
GCF_036227385.1_ASM3622738v1_genomic.fna.gz	1
GCF_036227485.1_ASM3622748v1_genomic.fna.gz	1
GCF_036227505.1_ASM3622750v1_genomic.fna.gz	1
GCF_036227645.1_ASM3622764v1_genomic.fna.gz	9
GCF_036231355.1_ASM3623135v1_genomic.fna.gz	1
GCF_036237195.1_ASM3623719v1_genomic.fna.gz	1
GCF_036237235.1_ASM3623723v1_genomic.fna.gz	1
GCF_036237315.1_ASM3623731v1_genomic.fna.gz	2
GCF_036242395.1_ASM3624239v1_genomic.fna.gz	1
GCF_036243155.1_ASM3624315v1_genomic.fna.gz	2
GCF_036250735.1_ASM3625073v1_genomic.fna.gz	2
GCF_036250755.1_ASM3625075v1_genomic.fna.gz	1
GCF_036250945.1_ASM3625094v1_genomic.fna.gz	1
GCF_036290945.1_ASM3629094v1_genomic.fna.gz	2
GCF_036321065.1_ASM3632106v1_genomic.fna.gz	1
GCF_036322265.1_ASM3632226v1_genomic.fna.gz	2
GCF_036322285.1_ASM3632228v1_genomic.fna.gz	1
GCF_036322425.1_ASM3632242v1_genomic.fna.gz	1
GCF_036322465.1_ASM3632246v1_genomic.fna.gz	2
GCF_036322505.1_ASM3632250v1_genomic.fna.gz	2
GCF_036323765.1_ASM3632376v1_genomic.fna.gz	1
GCF_036345155.1_ASM3634515v1_genomic.fna.gz	1
GCF_036345175.1_ASM3634517v1_genomic.fna.gz	1
GCF_036345915.1_ASM3634591v1_genomic.fna.gz	1
GCF_036345995.1_ASM3634599v1_genomic.fna.gz	1
GCF_036346105.1_ASM3634610v1_genomic.fna.gz	3
GCF_036346295.1_ASM3634629v1_genomic.fna.gz	1
GCF_036346595.1_ASM3634659v1_genomic.fna.gz	1
GCF_036346835.1_ASM3634683v1_genomic.fna.gz	1
GCF_036346875.1_ASM3634687v1_genomic.fna.gz	1
GCF_036346895.1_ASM3634689v1_genomic.fna.gz	1
GCF_036347175.1_ASM3634717v1_genomic.fna.gz	5
GCF_036352915.1_ASM3635291v1_genomic.fna.gz	2
GCF_036353415.1_ASM3635341v1_genomic.fna.gz	1
GCF_036353435.1_ASM3635343v1_genomic.fna.gz	1
GCF_036380075.1_ASM3638007v1_genomic.fna.gz	1
GCF_036399055.1_ASM3639905v1_genomic.fna.gz	1
GCF_036422015.1_ASM3642201v1_genomic.fna.gz	7
GCF_036524955.1_ASM3652495v1_genomic.fna.gz	2
GCF_036624895.1_ASM3662489v1_genomic.fna.gz	3
GCF_036689765.1_ASM3668976v1_genomic.fna.gz	1
GCF_036815005.1_ASM3681500v1_genomic.fna.gz	1
GCF_036815025.1_ASM3681502v1_genomic.fna.gz	2
GCF_036815125.1_ASM3681512v1_genomic.fna.gz	9
GCF_036815145.1_ASM3681514v1_genomic.fna.gz	18
GCF_036857595.1_ASM3685759v1_genomic.fna.gz	1
GCF_036858225.1_ASM3685822v1_genomic.fna.gz	3
GCF_036873425.1_ASM3687342v1_genomic.fna.gz	3
GCF_036898825.1_ASM3689882v1_genomic.fna.gz	2
GCF_036906755.1_ASM3690675v1_genomic.fna.gz	1
GCF_036961605.1_ASM3696160v1_genomic.fna.gz	2
GCF_036967205.1_ASM3696720v1_genomic.fna.gz	1
GCF_037023745.1_ASM3702374v1_genomic.fna.gz	1
GCF_037034185.1_ASM3703418v1_genomic.fna.gz	1
GCF_037034225.1_ASM3703422v1_genomic.fna.gz	1
GCF_037034245.1_ASM3703424v1_genomic.fna.gz	2
GCF_037034285.1_ASM3703428v1_genomic.fna.gz	1
GCF_037055355.1_DG1A-41_genomic.fna.gz	2
GCF_037081735.1_ASM3708173v1_genomic.fna.gz	1
GCF_037081825.1_UAM_Nvul_1_genomic.fna.gz	1
GCF_037117125.1_ASM3711712v1_genomic.fna.gz	1
GCF_037120315.1_ASM3712031v1_genomic.fna.gz	7
GCF_037157775.1_ASM3715777v1_genomic.fna.gz	1
GCF_037157805.1_ASM3715780v1_genomic.fna.gz	2
GCF_037157815.1_ASM3715781v1_genomic.fna.gz	1
GCF_037892445.1_ASM3789244v1_genomic.fna.gz	1
GCF_037993025.1_CRAB_SS7_1.0_genomic.fna.gz	1
GCF_038252105.1_M4018v01_genomic.fna.gz	102
GCF_039520985.1_ASM3952098v1_genomic.fna.gz	2
GCF_039521045.1_ASM3952104v1_genomic.fna.gz	2
GCF_039521065.1_ASM3952106v1_genomic.fna.gz	4
GCF_039521105.1_ASM3952110v1_genomic.fna.gz	4
GCF_039521165.1_ASM3952116v1_genomic.fna.gz	4
GCF_039521185.1_ASM3952118v1_genomic.fna.gz	2
GCF_039521225.1_ASM3952122v1_genomic.fna.gz	2
GCF_039521265.1_ASM3952126v1_genomic.fna.gz	1
GCF_039525155.1_ASM3952515v1_genomic.fna.gz	1
GCF_039525905.1_ASM3952590v1_genomic.fna.gz	16
GCF_039525965.1_ASM3952596v1_genomic.fna.gz	3
GCF_039527935.1_ASM3952793v1_genomic.fna.gz	1
GCF_039528075.1_ASM3952807v1_genomic.fna.gz	2
GCF_039528135.1_ASM3952813v1_genomic.fna.gz	1
GCF_039528315.1_ASM3952831v1_genomic.fna.gz	2
GCF_039528515.1_ASM3952851v1_genomic.fna.gz	1
GCF_039528555.1_ASM3952855v1_genomic.fna.gz	2
GCF_039529375.1_ASM3952937v1_genomic.fna.gz	1
GCF_039529495.1_ASM3952949v1_genomic.fna.gz	3
GCF_039529795.1_ASM3952979v1_genomic.fna.gz	2
GCF_039529945.1_ASM3952994v1_genomic.fna.gz	1
GCF_039530025.1_ASM3953002v1_genomic.fna.gz	2
GCF_039530285.1_ASM3953028v1_genomic.fna.gz	2
GCF_039530945.1_ASM3953094v1_genomic.fna.gz	2
GCF_039531005.1_ASM3953100v1_genomic.fna.gz	1
GCF_039531485.1_ASM3953148v1_genomic.fna.gz	2
GCF_039531585.1_ASM3953158v1_genomic.fna.gz	2
GCF_039531635.1_ASM3953163v1_genomic.fna.gz	1
GCF_039531675.1_ASM3953167v1_genomic.fna.gz	1
GCF_039531695.1_ASM3953169v1_genomic.fna.gz	1
GCF_039531895.1_ASM3953189v1_genomic.fna.gz	1
GCF_039532155.1_ASM3953215v1_genomic.fna.gz	1
GCF_039532545.1_ASM3953254v1_genomic.fna.gz	2
GCF_039532705.1_ASM3953270v1_genomic.fna.gz	2
GCF_039532745.1_ASM3953274v1_genomic.fna.gz	1
GCF_039532865.1_ASM3953286v1_genomic.fna.gz	2
GCF_039532885.1_ASM3953288v1_genomic.fna.gz	2
GCF_039532985.1_ASM3953298v1_genomic.fna.gz	1
GCF_039533125.1_ASM3953312v1_genomic.fna.gz	4
GCF_039533145.1_ASM3953314v1_genomic.fna.gz	2
GCF_039533165.1_ASM3953316v1_genomic.fna.gz	2
GCF_039533225.1_ASM3953322v1_genomic.fna.gz	2
GCF_039533305.1_ASM3953330v1_genomic.fna.gz	6
GCF_039533345.1_ASM3953334v1_genomic.fna.gz	1
GCF_039533365.1_ASM3953336v1_genomic.fna.gz	1
GCF_039533535.1_ASM3953353v1_genomic.fna.gz	2
GCF_039533555.1_ASM3953355v1_genomic.fna.gz	3
GCF_039533765.1_ASM3953376v1_genomic.fna.gz	1
GCF_039533785.1_ASM3953378v1_genomic.fna.gz	3
GCF_039533865.1_ASM3953386v1_genomic.fna.gz	2
GCF_039534125.1_ASM3953412v1_genomic.fna.gz	1
GCF_039534165.1_ASM3953416v1_genomic.fna.gz	1
GCF_039534305.1_ASM3953430v1_genomic.fna.gz	2
GCF_039534365.1_ASM3953436v1_genomic.fna.gz	3
GCF_039534425.1_ASM3953442v1_genomic.fna.gz	3
GCF_039534445.1_ASM3953444v1_genomic.fna.gz	1
GCF_039534835.1_ASM3953483v1_genomic.fna.gz	2
GCF_039534955.1_ASM3953495v1_genomic.fna.gz	3
