scaffold	representative	dereplication_status
NZ_JBHXCO010000191.1	GCF_040298485.1	redundant
NZ_JBHXCN010000221.1	GCF_040298485.1	redundant
NZ_JBEPAH010000034.1	GCF_040298525.1	dereplication_representative
NZ_JBEPAN010000079.1	GCF_040298585.1	dereplication_representative
NZ_JBHYWY010000061.1	GCF_040298585.1	redundant
NZ_JBEPAL010000002.1	GCF_040298625.1	dereplication_representative
NZ_JBEPAL010000014.1	GCF_040298625.1	dereplication_representative
NZ_JBEPAT010000033.1	GCF_040298725.1	dereplication_representative
NZ_JBEPAS010000075.1	GCF_040298745.1	dereplication_representative
NZ_JBEPAZ010000004.1	GCF_040298825.1	dereplication_representative
NZ_JBEOZW010000007.1	GCF_040298825.1	redundant
NZ_JBEPAX010000060.1	GCF_040298865.1	dereplication_representative
NZ_JBEPBF010000065.1	GCF_040298985.1	dereplication_representative
NZ_JBEPBF010000030.1	GCF_040298985.1	dereplication_representative
NZ_JBEPBH010000065.1	GCF_040299025.1	dereplication_representative
NZ_JBEPBL010000065.1	GCF_040299105.1	dereplication_representative
NZ_JBEPBQ010000032.1	GCF_040299165.1	dereplication_representative
NZ_JBEOYN010000002.1	GCF_040299165.1	redundant
NZ_JBHXFB010000381.1	GCF_040299165.1	redundant
NZ_JBEPBV010000003.1	GCF_040299305.1	dereplication_representative
NZ_JBEPBW010000018.1	GCF_040299365.1	dereplication_representative
NZ_JBEXTU010000015.1	GCF_040299365.1	redundant
NZ_JBEPFV010000025.1	GCF_040299545.1	dereplication_representative
NZ_JBEPFV010000065.1	GCF_040299545.1	dereplication_representative
NZ_JBIVBK010000013.1	GCF_040299545.1	redundant
NZ_JBIWMN010000002.1	GCF_040299545.1	redundant
NZ_JBEPCV010000016.1	GCF_040299865.1	dereplication_representative
NZ_BPRK01000010.1	GCF_040299865.1	redundant
NZ_JBEZBB010000022.1	GCF_040299865.1	redundant
NZ_JBEPCO010000039.1	GCF_040299865.1	redundant
NZ_JBEPCX010000015.1	GCF_040299945.1	dereplication_representative
NZ_JBEPCX010000060.1	GCF_040299945.1	dereplication_representative
NZ_JADEVM010000048.1	GCF_040299945.1	readded_by_cluster_content
NZ_JADEVM010000065.1	GCF_040299945.1	redundant
NZ_JBEPDC010000030.1	GCF_040300065.1	dereplication_representative
NZ_JBEPDU010000026.1	GCF_040300525.1	dereplication_representative
NZ_JBEPEF010000126.1	GCF_040300705.1	dereplication_representative
NZ_JBEPEI010000002.1	GCF_040300765.1	dereplication_representative
NZ_JBEPEI010000004.1	GCF_040300765.1	dereplication_representative
NZ_JBHSBC010000004.1	GCF_040300765.1	redundant
NZ_JBHSBC010000032.1	GCF_040300765.1	redundant
NZ_JBEXZT010000002.1	GCF_040300765.1	redundant
NZ_JBEXZT010000010.1	GCF_040300765.1	redundant
NZ_JBEPEK010000144.1	GCF_040300785.1	dereplication_representative
NZ_JBEPEL010000080.1	GCF_040300825.1	dereplication_representative
NZ_JBEPFO010000048.1	GCF_040301945.1	dereplication_representative
NZ_AOPZ01000074.1	GCF_040301945.1	redundant
NZ_JBEPFN010000018.1	GCF_040301965.1	dereplication_representative
NZ_JBEORE010000007.1	GCF_040302085.1	dereplication_representative
NZ_JBEORJ010000010.1	GCF_040302185.1	dereplication_representative
NZ_JBEORT010000028.1	GCF_040302425.1	dereplication_representative
NZ_JBEOUO010000016.1	GCF_040302485.1	dereplication_representative
NZ_JBEOSA010000003.1	GCF_040302625.1	dereplication_representative
NZ_JBEORZ010000018.1	GCF_040302645.1	dereplication_representative
NZ_JBHYTH010000018.1	GCF_040302645.1	redundant
NZ_JBHWFT010000007.1	GCF_040302645.1	redundant
NZ_JBEZGZ010000044.1	GCF_040302645.1	redundant
NZ_JBICZT010000017.1	GCF_040302645.1	redundant
NZ_JBEORY010000032.1	GCF_040302665.1	dereplication_representative
NZ_JBEOSB010000037.1	GCF_040302705.1	dereplication_representative
NZ_JBEOSF010000040.1	GCF_040302725.1	dereplication_representative
NZ_JBEOSE010000175.1	GCF_040302775.1	dereplication_representative
NZ_JBEOSH010000035.1	GCF_040302865.1	dereplication_representative
NZ_JBEOUU010000214.1	GCF_040302885.1	dereplication_representative
NZ_JBEXYI010000135.1	GCF_040302885.1	redundant
NZ_JBEOUV010000005.1	GCF_040302925.1	dereplication_representative
NZ_JBEOUV010000008.1	GCF_040302925.1	dereplication_representative
NZ_JBEOSN010000049.1	GCF_040303005.1	dereplication_representative
NZ_JBEOSQ010000025.1	GCF_040303065.1	dereplication_representative
NZ_JBEOSP010000017.1	GCF_040303105.1	dereplication_representative
NZ_JBEOSS010000380.1	GCF_040303125.1	dereplication_representative
NZ_JBEOSU010000007.1	GCF_040303185.1	dereplication_representative
NZ_JBEOSW010000036.1	GCF_040303225.1	dereplication_representative
NZ_JBEOSV010000099.1	GCF_040303245.1	dereplication_representative
NZ_JBEOSV010000030.1	GCF_040303245.1	dereplication_representative
NZ_JBEOSV010000034.1	GCF_040303245.1	dereplication_representative
NZ_JBEOTA010000007.1	GCF_040303265.1	dereplication_representative
NZ_JBEOSZ010000007.1	GCF_040303285.1	dereplication_representative
NZ_JBEOTC010000001.1	GCF_040303365.1	dereplication_representative
NZ_JBEOTH010000031.1	GCF_040303465.1	dereplication_representative
NZ_JBEOTO010000010.1	GCF_040303525.1	dereplication_representative
NZ_JBEOTL010000028.1	GCF_040303565.1	dereplication_representative
NZ_JBEOUB010000029.1	GCF_040303805.1	dereplication_representative
NZ_JBEOUD010000060.1	GCF_040303865.1	dereplication_representative
NZ_JBEOUF010000007.1	GCF_040303925.1	dereplication_representative
NZ_JBEOUG010000033.1	GCF_040303925.1	readded_by_cluster_content
NZ_WWGN01000006.1	GCF_040303925.1	redundant
NZ_QLLW01000021.1	GCF_040303925.1	redundant
NZ_JBFBDD010000006.1	GCF_040303925.1	redundant
NZ_JBEOTN010000006.1	GCF_040303925.1	redundant
NZ_JBIWIE010000026.1	GCF_040303925.1	redundant
NZ_JBEOUE010000048.1	GCF_040303965.1	dereplication_representative
NZ_JBEAAJ010000022.1	GCF_040446465.1	dereplication_representative
NZ_JBEUOZ010000032.1	GCF_040492035.1	dereplication_representative
NZ_CP159534.1	GCF_040529335.1	dereplication_representative
NZ_JBEWTE010000032.1	GCF_040537935.1	dereplication_representative
NZ_CP159872.1	GCF_040571325.1	dereplication_representative
NZ_JBEXCR010000064.1	GCF_040605375.1	dereplication_representative
NZ_JBEXCW010000138.1	GCF_040605435.1	dereplication_representative
NZ_JBEXDE010000289.1	GCF_040605535.1	dereplication_representative
NZ_JBEXDB010000031.1	GCF_040605575.1	dereplication_representative
NZ_JBEXDG010000059.1	GCF_040605635.1	dereplication_representative
NZ_JBEXDI010000001.1	GCF_040605675.1	dereplication_representative
NZ_JBEXDK010000022.1	GCF_040605755.1	dereplication_representative
NZ_JBEXWH010000005.1	GCF_040605755.1	redundant
NZ_JBEXEA010000011.1	GCF_040606035.1	dereplication_representative
NZ_JBEXED010000020.1	GCF_040606115.1	dereplication_representative
NZ_JBEXEK010000081.1	GCF_040606205.1	dereplication_representative
NZ_JBEXDR010000071.1	GCF_040606205.1	redundant
NZ_JBEXES010000116.1	GCF_040606345.1	dereplication_representative
NZ_JBEXEX010000073.1	GCF_040606445.1	dereplication_representative
NZ_JBEXEY010000109.1	GCF_040606465.1	dereplication_representative
NZ_JBEXFA010000008.1	GCF_040606515.1	dereplication_representative
NZ_JBICWM010000008.1	GCF_040606515.1	redundant
NZ_JBEXFW010000002.1	GCF_040606515.1	redundant
NZ_JBEXFG010000012.1	GCF_040606675.1	dereplication_representative
NZ_JBEXFJ010000059.1	GCF_040606685.1	dereplication_representative
JBEXGZ010000108.1	GCF_040606685.1	redundant
NZ_JBEXFO010000194.1	GCF_040606785.1	dereplication_representative
NZ_JBEXFU010000003.1	GCF_040606935.1	dereplication_representative
NZ_JBEXFT010000106.1	GCF_040606945.1	dereplication_representative
NZ_JBEXFV010000254.1	GCF_040606975.1	dereplication_representative
NZ_JBEXGA010000044.1	GCF_040607075.1	dereplication_representative
NZ_JBEXGE010000013.1	GCF_040607155.1	dereplication_representative
NZ_JBEXOC010000006.1	GCF_040607275.1	dereplication_representative
NZ_JBEXOD010000002.1	GCF_040607295.1	dereplication_representative
NZ_JBEXGM010000068.1	GCF_040607335.1	dereplication_representative
NZ_JBEXGQ010000021.1	GCF_040607425.1	dereplication_representative
NZ_JBEXGS010000021.1	GCF_040607455.1	dereplication_representative
NZ_JBEXGS010000002.1	GCF_040607455.1	dereplication_representative
NZ_JBEXGT010000019.1	GCF_040607475.1	dereplication_representative
NZ_JBEXGT010000073.1	GCF_040607475.1	dereplication_representative
NZ_JBEXGX010000013.1	GCF_040607495.1	dereplication_representative
NZ_JBEXHK010000007.1	GCF_040607495.1	redundant
NZ_JBEXGW010000036.1	GCF_040607535.1	dereplication_representative
NZ_JBEXHF010000005.1	GCF_040607695.1	dereplication_representative
NZ_JBEXHF010000011.1	GCF_040607695.1	dereplication_representative
NZ_JBEXHF010000019.1	GCF_040607695.1	dereplication_representative
NZ_JBEXIC010000076.1	GCF_040607695.1	redundant
NZ_JBEXIC010000023.1	GCF_040607695.1	redundant
NZ_JBEXIC010000061.1	GCF_040607695.1	redundant
NZ_JBEXHN010000001.1	GCF_040607835.1	dereplication_representative
NZ_JBEXHT010000013.1	GCF_040608205.1	dereplication_representative
NZ_JBEXHZ010000004.1	GCF_040608315.1	dereplication_representative
NZ_JBEXIE010000038.1	GCF_040608415.1	dereplication_representative
NZ_JBEOZO010000030.1	GCF_040608415.1	redundant
NZ_JBEXIJ010000005.1	GCF_040608495.1	dereplication_representative
NZ_JBEXIL010000001.1	GCF_040608495.1	redundant
NZ_JBEXIQ010000204.1	GCF_040608665.1	dereplication_representative
NZ_CP050975.2	GCF_040608665.1	redundant
NZ_JBEXIS010000051.1	GCF_040608695.1	dereplication_representative
NZ_JBEXII010000049.1	GCF_040608695.1	redundant
NZ_JBEXIY010000015.1	GCF_040608815.1	dereplication_representative
NZ_JBEXIY010000001.1	GCF_040608815.1	dereplication_representative
NZ_JBEXIY010000013.1	GCF_040608815.1	dereplication_representative
NZ_JBIAKR010000005.1	GCF_040608815.1	redundant
NZ_JBEXIF010000051.1	GCF_040608815.1	redundant
NZ_JBEXIF010000015.1	GCF_040608815.1	redundant
NZ_JBEXIF010000017.1	GCF_040608815.1	redundant
NZ_JBEXJH010000004.1	GCF_040608995.1	dereplication_representative
NZ_JBEXJI010000010.1	GCF_040609015.1	dereplication_representative
NZ_JBEXJI010000013.1	GCF_040609015.1	dereplication_representative
NZ_JBEXJK010000012.1	GCF_040609095.1	dereplication_representative
NZ_JBEXJN010000022.1	GCF_040609115.1	dereplication_representative
NZ_JBEXJO010000030.1	GCF_040609155.1	dereplication_representative
NZ_JBEXJS010000097.1	GCF_040609215.1	dereplication_representative
NZ_JBEXJR010000025.1	GCF_040609235.1	dereplication_representative
NZ_JBEXJT010000038.1	GCF_040609255.1	dereplication_representative
NZ_JBEXKC010000144.1	GCF_040609475.1	dereplication_representative
NZ_JBEXKG010000059.1	GCF_040609555.1	dereplication_representative
NZ_JBEXKG010000236.1	GCF_040609555.1	dereplication_representative
NZ_JBEXKU010000006.1	GCF_040609575.1	dereplication_representative
NZ_JBEXLA010000031.1	GCF_040609715.1	dereplication_representative
NZ_JBEXKZ010000024.1	GCF_040609715.1	redundant
NZ_JBEXLB010000032.1	GCF_040609715.1	redundant
NZ_JBEXLC010000006.1	GCF_040609795.1	dereplication_representative
NZ_JBEXLJ010000051.1	GCF_040609935.1	dereplication_representative
NZ_JBEXLN010000001.1	GCF_040609995.1	dereplication_representative
NZ_JBEXLS010000006.1	GCF_040610055.1	dereplication_representative
NZ_JBEXLR010000008.1	GCF_040610095.1	dereplication_representative
NZ_JBEXLU010000009.1	GCF_040610115.1	dereplication_representative
NZ_JBEXLV010000125.1	GCF_040610155.1	dereplication_representative
NZ_JBEXMA010000022.1	GCF_040610275.1	dereplication_representative
NZ_JBEXMC010000029.1	GCF_040610295.1	dereplication_representative
NZ_JBEXME010000014.1	GCF_040610355.1	dereplication_representative
NZ_JBEXMG010000022.1	GCF_040610395.1	dereplication_representative
NZ_JBEXMP010000004.1	GCF_040610635.1	dereplication_representative
NZ_JBEXMV010000007.1	GCF_040610735.1	dereplication_representative
NZ_JBEXNC010000014.1	GCF_040610935.1	dereplication_representative
NZ_JBEXNQ010000066.1	GCF_040611155.1	dereplication_representative
NZ_JBEXNT010000076.1	GCF_040611255.1	dereplication_representative
NZ_JBEXNU010000001.1	GCF_040611275.1	dereplication_representative
NZ_JBEXNV010000036.1	GCF_040611315.1	dereplication_representative
NZ_CP096907.1	GCF_040611315.1	redundant
NZ_JBEXNX010000020.1	GCF_040611335.1	dereplication_representative
NZ_JBEXOL010000002.1	GCF_040611515.1	dereplication_representative
NZ_JBEXOM010000003.1	GCF_040611555.1	dereplication_representative
NZ_JBEXOS010000043.1	GCF_040611655.1	dereplication_representative
NZ_JBEXOU010000068.1	GCF_040611695.1	dereplication_representative
NZ_JBEXOV010000007.1	GCF_040611715.1	dereplication_representative
NZ_JBEXOZ010000016.1	GCF_040611855.1	dereplication_representative
NZ_JBEXPD010000003.1	GCF_040611875.1	dereplication_representative
NZ_JBEXPD010000017.1	GCF_040611875.1	dereplication_representative
NZ_JBEXPG010000043.1	GCF_040611935.1	dereplication_representative
NZ_JBEXPG010000041.1	GCF_040611935.1	dereplication_representative
NZ_JBEXPI010000048.1	GCF_040611975.1	dereplication_representative
NZ_JBEXPJ010000026.1	GCF_040611995.1	dereplication_representative
NZ_JBEXPN010000002.1	GCF_040612095.1	dereplication_representative
NZ_JBEXPT010000169.1	GCF_040612195.1	dereplication_representative
NZ_JBEXPU010000021.1	GCF_040612235.1	dereplication_representative
NZ_JBEXPY010000005.1	GCF_040612315.1	dereplication_representative
NZ_JBEXPY010000060.1	GCF_040612315.1	dereplication_representative
NZ_JBEXQE010000035.1	GCF_040612415.1	dereplication_representative
NZ_JBEXQG010000070.1	GCF_040612485.1	dereplication_representative
NZ_JBEXQV010000039.1	GCF_040612755.1	dereplication_representative
NZ_JAGPYI010000002.1	GCF_040612755.1	readded_by_outlier_score
NZ_JADBJP010000002.1	GCF_040612755.1	redundant
NZ_JBIRRJ010000003.1	GCF_040612755.1	redundant
NZ_JBHOFE010000070.1	GCF_040612755.1	redundant
NZ_RPRT01000002.1	GCF_040612755.1	redundant
NZ_JBISAB010000015.1	GCF_040612755.1	redundant
NZ_KZ819184.1	GCF_040612755.1	redundant
NZ_JBIVZN010000019.1	GCF_040612755.1	redundant
NZ_JASCXS010000020.1	GCF_040612755.1	redundant
NZ_JBHVKL010000101.1	GCF_040612755.1	redundant
NZ_JBIDAO010000001.1	GCF_040612755.1	redundant
NZ_JAGPYI010000010.1	GCF_040612755.1	redundant
NZ_JACWAA010000012.1	GCF_040612755.1	redundant
NZ_JBITTQ010000015.1	GCF_040612755.1	redundant
NZ_JBIBKB010000006.1	GCF_040612755.1	redundant
NZ_JBITXK010000016.1	GCF_040612755.1	redundant
NZ_JBIRLE010000001.1	GCF_040612755.1	redundant
NZ_JADBJQ010000001.1	GCF_040612755.1	redundant
NZ_RPRW01000002.1	GCF_040612755.1	redundant
NZ_JBISAA010000015.1	GCF_040612755.1	redundant
NZ_LOSR01000140.1	GCF_040612755.1	redundant
NZ_JBEYSN010000057.1	GCF_040612755.1	redundant
NZ_JAJIRV010000001.1	GCF_040612755.1	redundant
NZ_RPSC01000003.1	GCF_040612755.1	redundant
NZ_JBIRZG010000014.1	GCF_040612755.1	redundant
NZ_JBEZYQ010000014.1	GCF_040612755.1	redundant
NZ_JBEXKT010000028.1	GCF_040612755.1	redundant
NZ_JBEXQW010000070.1	GCF_040612775.1	dereplication_representative
NZ_JBEXQY010000109.1	GCF_040612815.1	dereplication_representative
NZ_JBEXRA010000048.1	GCF_040612855.1	dereplication_representative
NZ_JBEXRB010000039.1	GCF_040612895.1	dereplication_representative
NZ_JBEXRJ010000016.1	GCF_040613035.1	dereplication_representative
NZ_JBEXRJ010000008.1	GCF_040613035.1	dereplication_representative
NZ_JBITTB010000005.1	GCF_040613035.1	redundant
NZ_JBIVCI010000011.1	GCF_040613035.1	redundant
NZ_JBIVCI010000005.1	GCF_040613035.1	redundant
NZ_JOJC01000003.1	GCF_040613035.1	redundant
NZ_JOJC01000016.1	GCF_040613035.1	redundant
NZ_JBEXRO010000018.1	GCF_040613095.1	dereplication_representative
NZ_JBEXTE010000051.1	GCF_040613095.1	redundant
NZ_JBEXRW010000002.1	GCF_040613295.1	dereplication_representative
NZ_JBEXRV010000031.1	GCF_040613295.1	redundant
NZ_JBEXRZ010000281.1	GCF_040613325.1	dereplication_representative
NZ_JBEXSB010000041.1	GCF_040613395.1	dereplication_representative
NZ_JBEXSB010000035.1	GCF_040613395.1	dereplication_representative
NZ_JBEXSF010000012.1	GCF_040613455.1	dereplication_representative
NZ_JBIAHX010000006.1	GCF_040613455.1	redundant
NZ_JBEXSI010000109.1	GCF_040613515.1	dereplication_representative
NZ_JBEXSK010000043.1	GCF_040613575.1	dereplication_representative
NZ_JBEXSP010000016.1	GCF_040613655.1	dereplication_representative
NZ_JBEXSP010000030.1	GCF_040613655.1	dereplication_representative
NZ_JBEXSQ010000017.1	GCF_040613655.1	redundant
NZ_JBEXSQ010000075.1	GCF_040613655.1	redundant
NZ_JBEXSS010000015.1	GCF_040613655.1	redundant
NZ_JBEXSS010000029.1	GCF_040613655.1	redundant
NZ_JBEXTW010000016.1	GCF_040613655.1	redundant
NZ_JBEXTQ010000055.1	GCF_040613655.1	redundant
NZ_JBEXTQ010000015.1	GCF_040613655.1	redundant
NZ_JBEXSO010000009.1	GCF_040613695.1	dereplication_representative
NZ_JBEXSR010000022.1	GCF_040613735.1	dereplication_representative
NZ_JBEXST010000004.1	GCF_040613755.1	dereplication_representative
NZ_BMSE01000005.1	GCF_040613755.1	redundant
NZ_JBEXSW010000039.1	GCF_040613775.1	dereplication_representative
NZ_JBEXSU010000001.1	GCF_040613815.1	dereplication_representative
NZ_JBEXSV010000032.1	GCF_040613815.1	redundant
NZ_JBEXTF010000049.1	GCF_040614035.1	dereplication_representative
NZ_JBEXRE010000714.1	GCF_040614035.1	readded_by_cluster_content
NZ_JBEXTM010000044.1	GCF_040614035.1	redundant
NZ_JBEXUI010000034.1	GCF_040614395.1	dereplication_representative
NZ_JBEXZN010000017.1	GCF_040628425.1	dereplication_representative
NZ_JBEXZO010000031.1	GCF_040628455.1	dereplication_representative
NZ_JBEXZR010000007.1	GCF_040628455.1	redundant
NZ_JBEXZP010000353.1	GCF_040628455.1	redundant
NZ_JBEXZQ010000082.1	GCF_040628455.1	redundant
NZ_JBEXZM010000069.1	GCF_040628495.1	dereplication_representative
NZ_JBEXTL010000025.1	GCF_040628695.1	dereplication_representative
NZ_JBEXTL010000001.1	GCF_040628695.1	dereplication_representative
NZ_JBEXTV010000053.1	GCF_040628835.1	dereplication_representative
NZ_JBEXTV010000070.1	GCF_040628835.1	dereplication_representative
NZ_JBEXUH010000015.1	GCF_040629015.1	dereplication_representative
NZ_JBEXUO010000014.1	GCF_040629065.1	dereplication_representative
NZ_JBEXUQ010000012.1	GCF_040629095.1	dereplication_representative
NZ_JBEXUQ010000050.1	GCF_040629095.1	dereplication_representative
NZ_JBEXUY010000162.1	GCF_040629155.1	dereplication_representative
NZ_JBEXUX010000002.1	GCF_040629175.1	dereplication_representative
NZ_JBHYZM010000092.1	GCF_040629175.1	readded_by_cluster_content
NZ_JBHYZH010000190.1	GCF_040629175.1	redundant
NZ_JBIRRX010000005.1	GCF_040629175.1	redundant
NZ_JBHZAV010000001.1	GCF_040629175.1	redundant
NZ_JBEXVG010000003.1	GCF_040629275.1	dereplication_representative
NZ_BAUA01000170.1	GCF_040629275.1	redundant
NZ_JBEXVI010000052.1	GCF_040629295.1	dereplication_representative
NZ_JBEXVN010000049.1	GCF_040629335.1	dereplication_representative
NZ_JBEXVQ010000008.1	GCF_040629405.1	dereplication_representative
NZ_JBEXVR010000057.1	GCF_040629415.1	dereplication_representative
NZ_JBEXWD010000004.1	GCF_040629665.1	dereplication_representative
NZ_JBEXWF010000085.1	GCF_040629715.1	dereplication_representative
NZ_JBEXWG010000158.1	GCF_040629725.1	dereplication_representative
NZ_JBEXWK010000009.1	GCF_040629815.1	dereplication_representative
NZ_JBEXWL010000035.1	GCF_040629815.1	redundant
NZ_JBEXXE010000098.1	GCF_040630255.1	dereplication_representative
NZ_JBEXXG010000061.1	GCF_040630265.1	dereplication_representative
NZ_JBEXEU010000062.1	GCF_040630265.1	redundant
NZ_JBEXXM010000049.1	GCF_040630265.1	redundant
NZ_JBEXXL010000053.1	GCF_040630375.1	dereplication_representative
NZ_JBEXXL010000006.1	GCF_040630375.1	dereplication_representative
NZ_JBEXXK010000035.1	GCF_040630405.1	dereplication_representative
NZ_JBEXXO010000051.1	GCF_040630435.1	dereplication_representative
NZ_JBEXXN010000031.1	GCF_040630445.1	dereplication_representative
NZ_JBEXXT010000003.1	GCF_040630495.1	dereplication_representative
NZ_JBEXXQ010000033.1	GCF_040630525.1	dereplication_representative
NZ_JBEXXV010000021.1	GCF_040630595.1	dereplication_representative
NZ_JBEXXX010000064.1	GCF_040630635.1	dereplication_representative
NZ_JBEXEZ010000055.1	GCF_040630635.1	redundant
NZ_JBEXXW010000146.1	GCF_040630645.1	dereplication_representative
NZ_JBEXXZ010000135.1	GCF_040630675.1	dereplication_representative
NZ_JBEXYZ010000160.1	GCF_040630675.1	redundant
NZ_JBEXYF010000006.1	GCF_040630775.1	dereplication_representative
NZ_JBEXYL010000024.1	GCF_040630895.1	dereplication_representative
NZ_JBEXYP010000006.1	GCF_040630995.1	dereplication_representative
NZ_JBEXYX010000008.1	GCF_040631075.1	dereplication_representative
NZ_QGSY01000299.1	GCF_040631075.1	redundant
NZ_JBEXZX010000002.1	GCF_040631325.1	dereplication_representative
NZ_JBEXZX010000005.1	GCF_040631325.1	dereplication_representative
NZ_JBEYAB010000002.1	GCF_040631445.1	dereplication_representative
NZ_JBEYAG010000001.1	GCF_040631555.1	dereplication_representative
NZ_JBEYAJ010000017.1	GCF_040631615.1	dereplication_representative
NZ_JBEYAQ010000009.1	GCF_040631755.1	dereplication_representative
NZ_JBEYBG010000001.1	GCF_040632155.1	dereplication_representative
NZ_JBEYBO010000001.1	GCF_040632275.1	dereplication_representative
NZ_JADLRZ010000013.1	GCF_040632275.1	redundant
NZ_JBEXMR010000008.1	GCF_040632275.1	redundant
NZ_JBEYBP010000004.1	GCF_040632315.1	dereplication_representative
NZ_JBEYBS010000003.1	GCF_040632375.1	dereplication_representative
NZ_JBEYCC010000002.1	GCF_040632515.1	dereplication_representative
NZ_JBEYAM010000002.1	GCF_040632515.1	redundant
NZ_JBEXFC010000003.1	GCF_040632515.1	redundant
NZ_JBIRYP010000023.1	GCF_040632515.1	redundant
NZ_JBEYCI010000006.1	GCF_040632515.1	redundant
NZ_JBEYCE010000001.1	GCF_040632515.1	redundant
NZ_JBEYCF010000041.1	GCF_040632605.1	dereplication_representative
NZ_JBEYCM010000022.1	GCF_040632715.1	dereplication_representative
NZ_JBEYCN010000134.1	GCF_040632765.1	dereplication_representative
NZ_JBIRFE010000047.1	GCF_040632765.1	redundant
NZ_JBEYCR010000006.1	GCF_040632845.1	dereplication_representative
NZ_JBEYCR010000001.1	GCF_040632845.1	dereplication_representative
NZ_JBEYCQ010000003.1	GCF_040632905.1	dereplication_representative
NZ_JBEYCQ010000053.1	GCF_040632905.1	dereplication_representative
NZ_JBEYCZ010000002.1	GCF_040633105.1	dereplication_representative
NZ_JBEYDD010000021.1	GCF_040633155.1	dereplication_representative
NZ_JBEYDI010000015.1	GCF_040633255.1	dereplication_representative
NZ_JBEYEF010000005.1	GCF_040633815.1	dereplication_representative
NZ_JBEYBJ010000006.1	GCF_040633815.1	redundant
NZ_JBEYEH010000003.1	GCF_040633825.1	dereplication_representative
NZ_JBEYEI010000009.1	GCF_040633895.1	dereplication_representative
NZ_JBEYEO010000002.1	GCF_040633925.1	dereplication_representative
NZ_JBEYEO010000049.1	GCF_040633925.1	dereplication_representative
NZ_JBEYEJ010000001.1	GCF_040633935.1	dereplication_representative
NZ_JBEYEW010000003.1	GCF_040634095.1	dereplication_representative
NZ_JBEYEX010000080.1	GCF_040634115.1	dereplication_representative
NZ_JBEXRX010000079.1	GCF_040634115.1	redundant
NZ_JBEYFB010000018.1	GCF_040634135.1	dereplication_representative
NZ_JBEYFE010000001.1	GCF_040634235.1	dereplication_representative
NZ_JBEYFE010000008.1	GCF_040634235.1	dereplication_representative
NZ_JBEYFL010000048.1	GCF_040634385.1	dereplication_representative
NZ_JBEYFL010000138.1	GCF_040634385.1	dereplication_representative
NZ_JBEYFO010000100.1	GCF_040634435.1	dereplication_representative
NZ_JBEYFS010000409.1	GCF_040634475.1	dereplication_representative
NZ_JBEYGO010000007.1	GCF_040634775.1	dereplication_representative
NZ_JBFASL010000045.1	GCF_040634775.1	redundant
NZ_JBEYGT010000002.1	GCF_040634895.1	dereplication_representative
NZ_JBEYGN010000020.1	GCF_040634895.1	redundant
NZ_JBEYHN010000038.1	GCF_040635295.1	dereplication_representative
NZ_JBEYHP010000063.1	GCF_040635315.1	dereplication_representative
NZ_JBEYHT010000057.1	GCF_040635425.1	dereplication_representative
NZ_JBEYIH010000100.1	GCF_040635705.1	dereplication_representative
NZ_JBEYIS010000054.1	GCF_040635975.1	dereplication_representative
NZ_JBEYJM010000078.1	GCF_040636225.1	dereplication_representative
NZ_JBEYJN010000067.1	GCF_040636295.1	dereplication_representative
NZ_JBEYJN010000101.1	GCF_040636295.1	dereplication_representative
NZ_JBEYJR010000174.1	GCF_040636325.1	dereplication_representative
NZ_JBEYJP010000041.1	GCF_040636345.1	dereplication_representative
NZ_JBEYJP010000034.1	GCF_040636345.1	dereplication_representative
NZ_JBICYD010000029.1	GCF_040636345.1	redundant
NZ_JBEYJT010000028.1	GCF_040636345.1	redundant
NZ_JBEYJO010000054.1	GCF_040636355.1	dereplication_representative
NZ_JBEZUS010000008.1	GCF_040636475.1	dereplication_representative
NZ_JBEZUP010000005.1	GCF_040636485.1	dereplication_representative
NZ_JBFAPB010000042.1	GCF_040636485.1	redundant
NZ_JBEZUU010000003.1	GCF_040636555.1	dereplication_representative
NZ_JBHYUC010000011.1	GCF_040636555.1	redundant
NZ_JBEYAR010000001.1	GCF_040636555.1	redundant
NZ_JBEZUT010000031.1	GCF_040636595.1	dereplication_representative
NZ_JBFAFE010000060.1	GCF_040636645.1	dereplication_representative
NZ_JBFAFE010000062.1	GCF_040636645.1	dereplication_representative
NZ_JBJDPZ010000065.1	GCF_040636645.1	redundant
NZ_JBJDPZ010000021.1	GCF_040636645.1	redundant
NZ_JBEZUY010000052.1	GCF_040636645.1	redundant
NZ_JBEZUY010000079.1	GCF_040636645.1	redundant
NZ_JBEZUZ010000084.1	GCF_040636735.1	dereplication_representative
NZ_JBEZVF010000001.1	GCF_040636865.1	dereplication_representative
NZ_JBJDPW010000001.1	GCF_040636865.1	readded_by_cluster_content
NZ_JBEZVI010000009.1	GCF_040636875.1	dereplication_representative
NZ_JODY01000014.1	GCF_040636875.1	redundant
NZ_JBEZVH010000009.1	GCF_040636915.1	dereplication_representative
NZ_JBEZVM010000007.1	GCF_040636965.1	dereplication_representative
NZ_JBEZVR010000021.1	GCF_040637055.1	dereplication_representative
NZ_JBEZVQ010000022.1	GCF_040637075.1	dereplication_representative
NZ_BMWD01000002.1	GCF_040637075.1	redundant
NZ_JBIRTQ010000036.1	GCF_040637075.1	redundant
NZ_JBEZVX010000019.1	GCF_040637235.1	dereplication_representative
