Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Amycolatopsis sp. NPDC049159                                       NZ_JBEZDL010000009.1  327017    330634    6.1385   1        1        1        1      
Amycolatopsis sp. NPDC059019                                       NZ_JBHYIS010000001.1  357614    379386    6.1449   1        1        1        1      
Amycolatopsis sp. NPDC059657                                       NZ_JBHWEB010000032.1  19913     23375     6.1376   1        1        1        1      
Amycolatopsis sp. NPDC059657                                       NZ_JBHWEB010000007.1  131979    138483    6.1412   1        1        1        1      
Amycolatopsis sp. NPDC059657                                       NZ_JBHWEB010000156.1  2543      5930      6.1377   1        1        1        1      
Amycolatopsis sp. GA6-003                                          NZ_CP176499.1         6801556   6811137   6.1427   1        1        1        1      
Amycolatopsis sp. GA6-003                                          NZ_CP176499.1         2072624   2082083   6.1420   1        1        1        1      
Amycolatopsis sp. WGS_07                                           NZ_CP136053.1         7614989   7623802   6.1407   1        1        1        1      
Amycolatopsis sp. WGS_07                                           NZ_CP136053.1         1152144   1160522   4.0870   1        0        1        1      
Amycolatopsis sp. WGS_07                                           NZ_CP136053.1         10158809  10165787  4.0801   1        0        1        1      
Amycolatopsis sp. M39                                              NZ_LWSF01000001.1     609419    617902    4.0865   1        0        1        1      
Amycolatopsis sp. Poz14                                            NZ_JACLHD010000001.1  2162209   2172033   6.1421   1        1        1        1      
Amycolatopsis sp. La24                                             NZ_JARACH010000024.1  94555     104380    6.1415   1        1        1        1      
Amycolatopsis sp. VC5-11                                           NZ_JBAGKF010000002.1  350216    360039    6.1420   1        1        1        1      
Amycolatopsis sp. A1MSW2902                                        NZ_QJPO01000001.1     8836201   8846024   6.1420   1        1        1        1      
Amycolatopsis sp. CFH S0078                                        NZ_SDLU01000036.1     49228     59097     6.1419   1        1        1        1      
Amycolatopsis sp. cmx-11-12                                        NZ_JADNQM010000017.1  35909     55730     6.1414   1        1        1        1      
Amycolatopsis sp. cmx-11-12                                        NZ_JADNQM010000006.1  317649    320466    5.1051   0        1        1        1      
Amycolatopsis sp.                                                  NZ_DATELF010000095.1  27872     31968     6.1475   1        1        1        1      
Amycolatopsis sp.                                                  NZ_DATELF010000110.1  35342     38956     6.1457   1        1        1        1      
Amycolatopsis sp.                                                  NZ_DATELF010000033.1  18182     21857     6.1429   1        1        1        1      
Amycolatopsis sp. NPDC098790                                       NZ_JBIWAI010000006.1  231005    234581    6.1393   1        1        1        1      
Amycolatopsis sp. QT-25                                            NZ_CP120210.1         3986256   3995640   6.1474   1        1        1        1      
Amycolatopsis sp. cg5                                              NZ_CP166849.1         5328825   5357327   7.1397   1        1        1        2      
Amycolatopsis sp. cg5                                              NZ_CP166849.1         3021374   3024752   6.1393   1        1        1        1      
Amycolatopsis sp. cg5                                              NZ_CP166849.1         4387566   4391019   6.1367   1        1        1        1      
Amycolatopsis sp. NPDC051071                                       NZ_JBFBBY010000004.1  52507     56107     4.1301   1        1        1        0      
Amycolatopsis sp. 505                                              NZ_JACKQP010000005.1  287787    291277    6.1420   1        1        1        1      
Amycolatopsis sp. NPDC049868                                       NZ_JBITKV010000004.1  319771    323351    6.1437   1        1        1        1      
Amycolatopsis sp. H20-H5                                           NZ_JAYMZS010000012.1  60205     63877     6.1393   1        1        1        1      
Amycolatopsis sp. 195334CR                                         NZ_JAFJMJ010000003.1  85633     89178     6.1376   1        1        1        1      
Amycolatopsis sp. WQ 127309                                        NZ_CP095481.1         6953542   6957031   6.1439   1        1        1        1      
Amycolatopsis sp. cg13                                             NZ_CP166848.1         8578282   8596742   6.1367   1        1        1        1      
Amycolatopsis sp. SID8362                                          NZ_JAAGNB010000690.1  2059      5758      6.1416   1        1        1        1      
Amycolatopsis sp. NPDC049688                                       NZ_JBFANY010000005.1  468370    480674    3.0765   1        0        1        1      
Amycolatopsis sp. NPDC051102                                       NZ_JBFBBT010000001.1  362375    365138    5.1230   0        1        1        1      
Amycolatopsis sp. NPDC051371                                       NZ_JBFBAG010000001.1  43320     46038     5.1190   0        1        1        1      
Amycolatopsis sp. RTGN1                                            NZ_JAPZLD010000026.1  8395      11122     5.1194   0        1        1        1      
Amycolatopsis sp. RTGN1                                            NZ_JAPZLD010000006.1  11205     15890     4.1035   0        1        1        1      
Amycolatopsis sp. NPDC048633                                       NZ_JBEZHS010000007.1  46169     48896     5.1167   0        1        1        1      
Amycolatopsis sp. NPDC051128                                       NZ_JBFBBN010000006.1  27643     30409     5.1139   0        1        1        1      
Amycolatopsis sp. NPDC051128                                       NZ_JBFBBN010000005.1  220958    225657    4.1039   0        1        1        1      
Amycolatopsis sp. NPDC059235                                       NZ_JBHZAG010000004.1  239045    241846    5.1128   0        1        1        1      
Amycolatopsis sp. NBRC 101858                                      NZ_BSTD01000010.1     42060     46763     4.1029   0        1        1        1      
Amycolatopsis sp. NPDC088138                                       NZ_JBIUTB010000002.1  736286    754074    5.1012   0        1        1        1      
Amycolatopsis sp. KNN50.9b                                         NZ_NMUK01000099.1     31056     49438     4.1038   0        1        1        1      
Amycolatopsis sp. NPDC089917                                       NZ_JBFBGL010000041.1  49474     52288     5.1051   0        1        1        1      
Amycolatopsis sp. NPDC051758                                       NZ_JBITCJ010000018.1  2503      5233      5.1019   0        1        1        1      
Amycolatopsis sp. PS_44_ISF1                                       NZ_JANUXO010000001.1  940142    942873    5.1012   0        1        1        1      
Amycolatopsis sp. DG1A-15b                                         NZ_CP127296.1         3992763   3995510   5.1010   0        1        1        1      
Amycolatopsis sp. NPDC058278                                       NZ_JBHVXZ010000041.1  5891      8665      5.1014   0        1        1        1      
Actinomadura syzygii GKU157                                        NZ_VSFF01000004.1     323962    328195    7.1747   1        1        1        1      
Streptomyces californicus NPDC020781                               NZ_JBIRTA010000019.1  24658     31063     6.1627   1        1        1        1      
Streptomyces californicus NPDC006701                               NZ_JBIAGT010000005.1  249211    252003    5.1017   0        1        1        1      
Micromonospora sediminicola DSM 45794                              NZ_FLRH01000003.1     3251161   3266766   6.1665   1        1        1        1      
Micromonospora sediminicola NPDC049895                             NZ_JBITKN010000003.1  250731    266335    6.1661   1        1        1        1      
Micromonospora sediminicola NPDC005400                             NZ_JBEXFC010000003.1  269615    285223    6.1649   1        1        1        1      
Frankia sp. EI5c                                                   NZ_LRTK01000005.1     355414    360449    3.1101   1        1        0        1      
Frankia sp. QA3                                                    NZ_CM001489.1         3728475   3732660   7.1644   1        1        1        1      
Frankia sp. QA3                                                    NZ_CM001489.1         7127881   7131645   6.1397   1        1        1        1      
Frankia sp. AgKG'84/4                                              NZ_JALKFU020000114.1  3442      10900     7.1564   1        1        1        1      
Frankia sp. R43                                                    NZ_LFCW01000002.1     1202567   1217517   6.1560   1        1        1        1      
Frankia sp. AiPs1                                                  NZ_JAMQQF010000021.1  4480      9287      7.1507   1        1        1        1      
Frankia sp. CcI6                                                   NZ_AYTZ01000059.1     11254     16051     7.1507   1        1        1        1      
Frankia sp. AgB32                                                  NZ_JALKFX010000033.1  42495     46127     6.1420   1        1        1        1      
Frankia sp. AiPa1                                                  NZ_JALKFZ020000140.1  124600    130821    7.1356   1        1        1        1      
Frankia sp. KB5                                                    NZ_MRUJ01000235.1     5040      7853      5.1173   0        1        1        1      
Kitasatospora sp. NPDC058965                                       NZ_JBHYKG010000409.1  18        2800      5.1283   0        1        1        1      
Kitasatospora sp. NPDC127060                                       NZ_JBHXEG010000108.1  8505      25457     6.1656   1        1        1        1      
Kitasatospora sp. NPDC053057                                       NZ_JBITZP010000026.1  83694     100262    6.1641   1        1        1        1      
Kitasatospora sp. NPDC053057                                       NZ_JBITZP010000052.1  19975     36809     4.0812   1        0        1        1      
Kitasatospora sp. NPDC018619                                       NZ_JBISAI010000002.1  358731    361555    5.1056   0        1        1        1      
Kitasatospora sp. SUK 42                                           NZ_LFMD02000003.1     113093    115920    5.1053   0        1        1        1      
Kitasatospora sp. NPDC096204                                       NZ_JBIWFT010000025.1  59158     62745     6.1449   1        1        1        1      
Kitasatospora sp. NPDC036755                                       NZ_JBEZUT010000031.1  31651     34478     5.1059   0        1        1        1      
Kitasatospora sp. NPDC059827                                       NZ_JBHWIV010000019.1  4046      11200     6.1593   1        1        1        1      
Kitasatospora sp. NPDC056076                                       NZ_JBHJWG010000057.1  45186     52328     6.1593   1        1        1        1      
Kitasatospora sp. NPDC001309                                       NZ_JBIAXC010000076.1  1906      9048      6.1594   1        1        1        1      
Kitasatospora sp. NPDC059146                                       NZ_JBHZCY010000212.1  2155      5000      5.1234   0        1        1        1      
Kitasatospora sp. NBC_00315                                        NZ_CP108025.1         3891940   3898395   7.1420   1        1        1        1      
Kitasatospora sp. NPDC085879                                       NZ_JBFBJZ010000050.1  7752      10599     5.1079   0        1        1        1      
Kitasatospora sp. NPDC057198                                       NZ_JBHUWH010000247.1  51        2901      5.1083   0        1        1        1      
Kitasatospora sp. NPDC101155                                       NZ_JBIWPN010000005.1  190781    194418    6.1459   1        1        1        1      
Kitasatospora sp. NPDC058162                                       NZ_JBHVUS010000041.1  30255     33991     6.1479   1        1        1        1      
Kitasatospora sp. NPDC096128                                       NZ_JBEOSP010000017.1  169351    173089    6.1479   1        1        1        1      
Kitasatospora sp. NPDC059673                                       NZ_JBHWEN010000008.1  15935     21509     6.1448   1        1        1        1      
Kitasatospora sp. NPDC088134                                       NZ_JBIUTD010000015.1  141737    146290    6.1467   1        1        1        1      
Kitasatospora sp. NPDC088134                                       NZ_JBIUTD010000004.1  5650      9429      6.1434   1        1        1        1      
Kitasatospora sp. NA04385                                          NZ_CP054919.1         5296721   5301197   6.1442   1        1        1        1      
Kitasatospora sp. NPDC048407                                       NZ_JBICXW010000009.1  230554    235515    6.1436   1        1        1        1      
Kitasatospora sp. NPDC048407                                       NZ_JBICXW010000008.1  168516    172212    6.1438   1        1        1        1      
Kitasatospora sp. NPDC051984                                       NZ_JBIUCB010000001.1  854725    859999    6.1438   1        1        1        1      
Kitasatospora sp. NPDC051984                                       NZ_JBIUCB010000002.1  332594    336291    6.1440   1        1        1        1      
Kitasatospora sp. NPDC008050                                       NZ_JBIBIJ010000017.1  168720    172473    6.1470   1        1        1        1      
Kitasatospora sp. NPDC088391                                       NZ_JBIVNB010000010.1  154365    158808    6.1450   1        1        1        1      
Kitasatospora sp. NPDC088391                                       NZ_JBIVNB010000003.1  705180    708914    6.1436   1        1        1        1      
Kitasatospora sp. DSM 101779                                       NZ_JAHTIK010000001.1  5813226   5816830   6.1422   1        1        1        1      
Kitasatospora sp. NPDC056184                                       NZ_JBHJUI010000047.1  27811     31490     6.1443   1        1        1        1      
Kitasatospora sp. NPDC004614                                       NZ_JBIALR010000016.1  52307     56757     6.1437   1        1        1        1      
Kitasatospora sp. NPDC004614                                       NZ_JBIALR010000001.1  210124    213798    6.1436   1        1        1        1      
Kitasatospora sp. NPDC091207                                       NZ_JBIVVS010000001.1  489942    493880    6.1462   1        1        1        1      
Kitasatospora sp. NPDC097691                                       NZ_JBEORY010000032.1  2063      4964      5.1053   0        1        1        1      
Kitasatospora sp. NBC_01302                                        NZ_CP108406.1         50176     65873     4.1280   1        1        1        0      
Kitasatospora sp. NPDC085464                                       NZ_JBITTM010000053.1  727       13665     7.1371   1        1        1        1      
Kitasatospora sp. NPDC101447                                       NZ_JBIWNL010000002.1  169900    182849    7.1371   1        1        1        1      
Kitasatospora sp. NPDC092948                                       NZ_JBIVPU010000022.1  28065     31643     6.1470   1        1        1        1      
Kitasatospora sp. NPDC092948                                       NZ_JBIVPU010000018.1  50551     55262     6.1411   1        1        1        1      
Kitasatospora sp. NPDC093550                                       NZ_JBIWJF010000004.1  95306     108246    7.1372   1        1        1        1      
Kitasatospora sp. NPDC057692                                       NZ_JBHVIV010000130.1  6847      10528     6.1445   1        1        1        1      
Kitasatospora sp. NPDC057595                                       NZ_JBHVGL010000043.1  14414     18093     6.1459   1        1        1        1      
Kitasatospora sp. NPDC089509                                       NZ_JBIVHS010000003.1  251109    258644    6.1373   1        1        1        1      
Kitasatospora sp. NPDC089509                                       NZ_JBIVHS010000001.1  127694    131369    6.1454   1        1        1        1      
Kitasatospora sp. NPDC089509                                       NZ_JBIVHS010000045.1  3265      6085      5.1124   0        1        1        1      
Kitasatospora sp. NPDC057223                                       NZ_JBHUWW010000007.1  3751      7716      6.1465   1        1        1        1      
Kitasatospora sp. NPDC057223                                       NZ_JBHUWW010000034.1  41458     51644     5.1380   1        1        1        1      
Kitasatospora sp. NPDC056327                                       NZ_JBHJRC010000035.1  30319     34052     6.1471   1        1        1        1      
Kitasatospora sp. NPDC087314                                       NZ_JBIUYE010000010.1  365849    370231    3.0929   1        1        0        1      
Kitasatospora sp. RG8                                              NZ_JAGIYX010000015.1  168801    172437    6.1480   1        1        1        1      
Kitasatospora sp. NPDC056446                                       NZ_JBHTRF010000018.1  22266     25852     6.1481   1        1        1        1      
Kitasatospora sp. NPDC056446                                       NZ_JBHTRF010000002.1  28816     31700     5.1094   0        1        1        1      
Kitasatospora sp. NBC_00458                                        NZ_CP107904.1         2803733   2814060   5.1432   1        1        1        1      
Kitasatospora sp. MAA4                                             NZ_JARZAI010000005.1  106285    114962    7.1365   1        1        1        1      
Kitasatospora sp. MAA4                                             NZ_JARZAI010000034.1  70652     74379     6.1437   1        1        1        1      
Kitasatospora sp. NPDC017646                                       NZ_JBIRJC010000038.1  22189     25064     5.1043   0        1        1        1      
Kitasatospora sp. NPDC059577                                       NZ_JBHWBZ010000005.1  16634     29837     7.1361   1        1        1        1      
Kitasatospora sp. NE20-6                                           NZ_BPRL01000051.1     17565     20476     5.1039   0        1        1        1      
Kitasatospora sp. NPDC127067                                       NZ_JBHXEM010000044.1  9631      13217     6.1460   1        1        1        1      
Kitasatospora sp. NPDC048365                                       NZ_JBICYJ010000028.1  16010     32523     7.1478   1        1        1        2      
Kitasatospora sp. NPDC056531                                       NZ_JBHTTU010000001.1  413117    417012    6.1469   1        1        1        1      
Kitasatospora sp. NPDC096077                                       NZ_JBEOSV010000034.1  59597     62472     5.1045   0        1        1        1      
Kitasatospora sp. NPDC096077                                       NZ_JBEOSV010000030.1  11939     14505     3.0932   1        1        0        1      
Kitasatospora sp. NPDC096077                                       NZ_JBEOSV010000099.1  16891     20564     6.1461   1        1        1        1      
Kitasatospora sp. NPDC058170                                       NZ_JBHVUV010000026.1  4883      7744      5.1050   0        1        1        1      
Kitasatospora sp. NPDC004799                                       NZ_JBEXJK010000012.1  10515     14102     6.1463   1        1        1        1      
Kitasatospora sp. Root187                                          NZ_LMHX01000004.1     498230    501823    6.1428   1        1        1        1      
Kitasatospora sp. NPDC086791                                       NZ_JBFBOC010000006.1  218017    236110    6.1340   1        1        1        1      
Kitasatospora sp. NPDC086791                                       NZ_JBFBOC010000002.1  30085     32962     5.1013   0        1        1        1      
Kitasatospora sp. NPDC056783                                       NZ_JBHUAF010000178.1  3212      6067      5.0995   0        1        1        1      
Kitasatospora sp. NPDC048239                                       NZ_JBICZP010000014.1  131389    150043    6.1363   1        1        1        1      
Kitasatospora sp. NPDC052868                                       NZ_JBITZW010000013.1  130583    149338    6.1358   1        1        1        1      
Kitasatospora sp. NPDC048286                                       NZ_JBICZE010000018.1  148462    152048    6.1456   1        1        1        1      
Kitasatospora sp. NPDC058444                                       NZ_JBHXLL010000074.1  20354     24084     6.1439   1        1        1        1      
Kitasatospora sp. NPDC058444                                       NZ_JBHXLL010000024.1  100906    104492    6.1450   1        1        1        1      
Kitasatospora sp. NPDC052896                                       NZ_JBITZU010000007.1  343412    347087    6.1431   1        1        1        1      
Kitasatospora sp. NPDC093806                                       NZ_JBFBDO010000020.1  24385     41148     4.0812   1        0        1        1      
Kitasatospora sp. NPDC101183                                       NZ_JBIWOW010000015.1  150487    153269    5.1104   0        1        1        1      
Kitasatospora sp. CB02891                                          NZ_NNBO01000004.1     144930    159362    7.1468   1        1        1        2      
Kitasatospora sp. CB02891                                          NZ_NNBO01000004.1     106461    114503    6.1300   1        1        1        1      
Kitasatospora sp. NPDC058218                                       NZ_JBHVWC010000006.1  62564     71012     6.1324   1        1        1        1      
Kitasatospora sp. NRRL B-11411                                     NZ_JOGH01000025.1     57425     61016     6.1397   1        1        1        1      
Kitasatospora sp. NPDC094011                                       NZ_JBIWIH010000030.1  41356     45032     6.1450   1        1        1        1      
Kitasatospora sp. NPDC059408                                       NZ_JBHYWI010000102.1  40        16548     4.0788   1        0        1        1      
Kitasatospora sp. NPDC059408                                       NZ_JBHYWI010000040.1  30452     33307     5.1030   0        1        1        1      
Kitasatospora sp. NPDC059800                                       NZ_JBHWIG010000020.1  14943     33350     6.1331   1        1        1        1      
Kitasatospora sp. NPDC059803                                       NZ_JBHWIJ010000184.1  10664     13509     5.1030   0        1        1        1      
Kitasatospora sp. NPDC059812                                       NZ_JBHWIO010000026.1  14684     32691     6.1333   1        1        1        1      
Kitasatospora sp. NPDC059817                                       NZ_JBHWIR010000132.1  11013     13879     5.1024   0        1        1        1      
Kitasatospora sp. NPDC058397                                       NZ_JBHXJW010000159.1  4092      6937      5.1030   0        1        1        1      
Kitasatospora sp. NPDC058492                                       NZ_JBHXMU010000051.1  29307     47305     6.1331   1        1        1        1      
Kitasatospora sp. NPDC127121                                       NZ_JBHXTQ010000110.1  4861      7695      5.1032   0        1        1        1      
Kitasatospora sp. CB01950                                          NZ_LISX01000006.1     312800    317479    6.1415   1        1        1        1      
Kitasatospora sp. HUAS MG31                                        NZ_CP159872.1         5809798   5812580   5.1103   0        1        1        1      
Kitasatospora sp. NPDC002965                                       NZ_JBEXNT010000076.1  19547     23671     7.1506   1        1        1        2      
Kitasatospora sp. NPDC058201                                       NZ_JBHVVS010000038.1  20947     25069     7.1507   1        1        1        2      
Kitasatospora sp. NPDC097605                                       NZ_JBEOSF010000040.1  81960     84796     5.1121   0        1        1        1      
Kitasatospora sp. NPDC004723                                       NZ_JBEXJT010000038.1  81518     84388     5.1118   0        1        1        1      
Kitasatospora sp. NPDC058032                                       NZ_JBHVRK010000005.1  428920    433540    6.1415   1        1        1        1      
Kitasatospora sp. NPDC002551                                       NZ_JBEOWI010000008.1  45702     50203     6.1423   1        1        1        1      
Kitasatospora sp. NPDC051170                                       NZ_JBITFA010000003.1  592701    615033    7.1392   1        1        1        1      
Kitasatospora sp. NPDC096147                                       NZ_JBIWFX010000007.1  261524    264395    5.1065   0        1        1        1      
Kitasatospora sp. NBC_01266                                        NZ_CP108458.1         3141278   3153423   7.1397   1        1        1        2      
Kitasatospora sp. NPDC059795                                       NZ_JBHWID010000006.1  108968    113656    6.1407   1        1        1        1      
Kitasatospora sp. GAS204A                                          NZ_JBIYEC010000016.1  96982     112806    7.1390   1        1        1        2      
Kitasatospora sp. NBC_01287                                        NZ_JAPEPB010000001.1  5951917   5967032   7.1381   1        1        1        2      
Kitasatospora sp. NPDC058190                                       NZ_JBHVVI010000021.1  80228     83031     5.1081   0        1        1        1      
Kitasatospora sp. NPDC097643                                       NZ_JBEOSA010000003.1  206693    211798    4.1035   0        1        1        1      
Kitasatospora sp. NPDC101235                                       NZ_JBIWNZ010000016.1  7560      10363     5.1081   0        1        1        1      
Kitasatospora sp. NPDC089797                                       NZ_JBFBGS010000047.1  10518     15553     4.1035   0        1        1        1      
Kitasatospora sp. NPDC056651                                       NZ_JBHTWX010000029.1  74845     77583     5.1200   0        1        1        1      
Kitasatospora sp. NPDC057904                                       NZ_JBHVOL010000004.1  125559    128414    5.1038   0        1        1        1      
Kitasatospora sp. NPDC059722                                       NZ_JBHWGD010000009.1  172834    175659    5.1037   0        1        1        1      
Kitasatospora sp. SolWspMP-SS2h                                    NZ_QLLT01000034.1     60061     62799     5.1168   0        1        1        1      
Kitasatospora sp. HNM1077                                          NZ_CP171642.1         7291060   7300793   5.1097   0        1        1        1      
Kitasatospora sp. MMS16-BH015                                      NZ_CP025394.1         4830044   4835091   4.1054   0        1        1        1      
Kitasatospora sp. NBC_00070                                        NZ_CP108247.1         718218    726031    5.1065   0        1        1        1      
Kitasatospora sp. NPDC101801                                       NZ_JBIWML010000014.1  5744      13805     5.1068   0        1        1        1      
Kitasatospora sp. A2-31                                            NZ_JAKNTA010000004.1  658862    667491    5.1067   0        1        1        1      
Kitasatospora sp. NPDC051914                                       NZ_JBFAXX010000037.1  47360     55291     5.1048   0        1        1        1      
Kitasatospora sp. NPDC059327                                       NZ_JBHYYB010000156.1  5334      8170      5.1082   0        1        1        1      
Kitasatospora sp. MAP12-22                                         NZ_JBGCCQ010000029.1  55098     57928     5.1024   0        1        1        1      
Kitasatospora sp. NPDC001540                                       NZ_JBIAVO010000044.1  22722     25529     5.1063   0        1        1        1      
Kitasatospora sp. NPDC058115                                       NZ_JBHVTL010000012.1  12136     14977     5.1044   0        1        1        1      
Kitasatospora sp. NPDC050543                                       NZ_JBITGZ010000034.1  45741     48559     5.1013   0        1        1        1      
Streptomyces eurocidicus CECT 3259                                 NZ_JACHJF010000005.1  264219    268180    7.1665   1        1        1        1      
Streptomyces eurocidicus CECT 3259                                 NZ_JACHJF010000032.1  13923     30536     6.1616   1        1        1        1      
Streptomyces eurocidicus CECT 3259                                 NZ_JACHJF010000007.1  5246      9055      6.1453   1        1        1        1      
Streptomyces fodineus TW1S1                                        NZ_CP017248.1         4596797   4600435   5.1645   1        1        1        1      
Streptomyces cynarae HUAS 13-4                                     NZ_CP106793.1         2710270   2717097   6.1647   1        1        1        1      
Nocardia transvalensis BJ06-0148                                   NZ_JADLQQ010000002.1  626869    631382    7.1606   1        1        1        1      
Nocardia transvalensis NBRC 15921                                  NZ_BAGL01000127.1     31378     34694     4.0819   1        0        1        1      
Streptomyces griseocarneus JCM 4580                                NZ_BNBL01000013.1     166043    170832    6.1680   1        1        1        1      
Streptomyces griseocarneus JCM 4580                                NZ_BNBL01000022.1     26730     30383     6.1467   1        1        1        1      
Streptomyces hebeiensis JCM 12696                                  NZ_BAAAKV010000050.1  49415     57037     7.1640   1        1        1        1      
Streptomyces humi MUSC 119                                         NZ_LBMU02000089.1     31035     48766     6.1648   1        1        1        1      
Streptomyces humi MUSC 119                                         NZ_LBMU02000045.1     118758    122397    6.1379   1        1        1        1      
Streptomyces arenae DSM 40737                                      NZ_JAKQYH010000014.1  102085    119339    6.1652   1        1        1        1      
Streptomyces arenae DSM 40737                                      NZ_JAKQYH010000040.1  116644    120275    6.1384   1        1        1        1      
Streptomyces albireticuli NPDC059012                               NZ_JBHYIY010000020.1  86924     90756     7.1652   1        1        1        1      
Streptomyces albireticuli NPDC059012                               NZ_JBHYIY010000020.1  6153      9746      6.1428   1        1        1        1      
Streptomyces albireticuli NPDC059012                               NZ_JBHYIY010000181.1  4060      6929      5.1150   0        1        1        1      
Streptomyces albireticuli NRRL B1670                               NZ_JAJQQS010000003.1  835638    839470    7.1651   1        1        1        1      
Streptomyces albireticuli NRRL B1670                               NZ_JAJQQS010000038.1  5260      9072      6.1457   1        1        1        1      
Streptomyces gottesmaniae DSM 3412                                 NZ_JAVRFJ010000003.1  29546     49959     6.1604   1        1        1        1      
Kitasatospora herbaricolor NBC_01265                               NZ_CP108460.1         3406487   3416926   6.1612   1        1        1        1      
Kitasatospora herbaricolor DSM 40123                               NZ_JAUSVA010000002.1  3374421   3384803   6.1612   1        1        1        1      
Embleya sp. NBC_00896                                              NZ_CP108776.1         6413329   6430083   6.1617   1        1        1        1      
Embleya sp. NPDC005971                                             NZ_JBEXUX010000002.1  241559    258408    6.1619   1        1        1        1      
Embleya sp. NPDC059267                                             NZ_JBHYZH010000190.1  1035      3885      5.1246   0        1        1        1      
Embleya sp. NPDC020886                                             NZ_JBIRRX010000005.1  417512    434328    6.1612   1        1        1        1      
Embleya sp. NPDC050493                                             NZ_JBITHP010000004.1  138792    141560    5.1083   0        1        1        1      
Embleya sp. NPDC008237                                             NZ_JBIBGL010000007.1  243723    246473    5.1070   0        1        1        1      
Embleya sp. NPDC056575                                             NZ_JBHTVA010000041.1  53788     56537     5.1070   0        1        1        1      
Kitasatospora indigofera NPDC006549                                NZ_JBEXOU010000068.1  12493     22917     6.1628   1        1        1        1      
Kitasatospora indigofera JCM 4646                                  NZ_BNBO01000014.1     94997     105399    6.1628   1        1        1        1      
Kitasatospora indigofera NPDC059277                                NZ_JBHYZB010000168.1  2525      5350      5.1256   0        1        1        1      
Kitasatospora indigofera NPDC059217                                NZ_JBHZAR010000480.1  3500      6306      5.1256   0        1        1        1      
Kitasatospora indigofera NPDC002457                                NZ_JBIARN010000010.1  58535     68963     6.1629   1        1        1        1      
Streptomyces lincolnensis L4                                       NZ_JAIHON010000005.1  31756     38335     6.1693   1        1        1        1      
Streptomyces lincolnensis L4                                       NZ_JAIHON010000024.1  18533     21341     5.1038   0        1        1        1      
Streptomyces lincolnensis NPDC053378                               NZ_JBITYH010000001.1  907996    911654    6.1378   1        1        1        1      
Streptomyces lincolnensis NPDC053378                               NZ_JBITYH010000024.1  28943     31751     5.1041   0        1        1        1      
Streptomyces lincolnensis NPDC039676                               NZ_JBEZCN010000003.1  127357    131033    6.1362   1        1        1        1      
Streptomyces blastmyceticus JCM 4565                               NZ_BAAABW010000001.1  236334    249826    7.1618   1        1        1        1      
Streptomyces blastmyceticus JCM 4565                               NZ_BAAABW010000016.1  450798    462301    6.1668   1        1        1        1      
Streptomyces olivoreticuli ZZ-21                                   NZ_CP129915.1         5360697   5374147   7.1613   1        1        1        1      
Streptomyces olivoreticuli ZZ-21                                   NZ_CP129915.1         3849330   3862311   6.1660   1        1        1        1      
Streptoverticillium olivoreticuli subsp. olivoreticuli ATCC 31159  NZ_CP031455.1         3956695   3979840   7.1613   1        1        1        1      
Pseudofrankia sp. BMG5.37                                          NZ_JASNFO010000044.1  31395     38332     6.1610   1        1        1        1      
Micromonospora chersina NPDC048729                                 NZ_JBICVB010000012.1  41470     55153     7.1621   1        1        1        1      
Streptomyces griseorubiginosus NPDC127082                          NZ_JBHXEY010000023.1  9592      18610     6.1677   1        1        1        1      
Streptomyces griseorubiginosus NPDC057256                          NZ_JBHUXX010000145.1  7840      16763     6.1675   1        1        1        1      
Streptomyces griseorubiginosus NPDC057256                          NZ_JBHUXX010000066.1  10540     14176     6.1412   1        1        1        1      
Streptomyces griseorubiginosus MPMI3                               NZ_WVUG01000235.1     2943      6753      6.1474   1        1        1        1      
Streptomyces griseorubiginosus NPDC047809                          NZ_JBEYRZ010000014.1  127472    131121    6.1434   1        1        1        1      
Streptomyces griseorubiginosus NPDC001479                          NZ_JBIAVY010000005.1  273413    277086    6.1433   1        1        1        1      
Streptomyces griseorubiginosus DSM 40125                           NZ_KQ948181.1         262346    265995    6.1433   1        1        1        1      
Streptomyces griseorubiginosus NPDC007902                          NZ_JBIBKV010000010.1  103909    107552    6.1432   1        1        1        1      
Streptomyces griseorubiginosus NPDC057172                          NZ_JBHUVV010000022.1  32984     36633     6.1430   1        1        1        1      
Streptomyces griseorubiginosus 3E-1                                NZ_CP032427.1         8236324   8239991   6.1431   1        1        1        1      
Streptomyces griseorubiginosus NPDC001610                          NZ_JBEOZZ010000009.1  266654    270291    6.1431   1        1        1        1      
Streptomyces griseorubiginosus NPDC008181                          NZ_JBIBHB010000004.1  278414    282051    6.1431   1        1        1        1      
Streptomyces griseorubiginosus DSM 40469                           NZ_KQ948738.1         408179    411816    6.1431   1        1        1        1      
Streptomyces griseorubiginosus NPDC001333                          NZ_JBEPAT010000033.1  98245     101900    6.1427   1        1        1        1      
Streptomyces griseorubiginosus NPDC001864                          NZ_JBIATL010000010.1  292874    296517    6.1430   1        1        1        1      
Streptomyces griseorubiginosus NPDC001314                          NZ_JBIAXA010000010.1  137021    140670    6.1430   1        1        1        1      
Streptomyces griseorubiginosus NPDC007985                          NZ_JBIBJG010000005.1  266491    270146    6.1430   1        1        1        1      
