Organism	Scaffold	Start	End	Score	ctg16_37	ctg16_38	ctg16_39	ctg16_40	ctg16_41	ctg16_42	ctg16_43	Number	Strand	Layout_group	representative	dereplication_status	Start_x	Start_y	End_x	End_y	Start_bin	End_bin	Interval_bin	Start_drep	End_drep	Interval_drep
GCF_022440865.1	NZ_JAKNTP010000001.1	476261.0	482163.0	7854.0	1	1	0	1	1	0	0	239	(1, 1, 1, 1)	(3, 2, 1, 0)	NZ_JAKNTP010000001.1:471261-487163	dereplication_representative										
GCF_023161605.1	NZ_JALNQL010000002.1	460179.0	466992.0	11418.0	1	1	0	1	1	1	1	17	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	NZ_JALNQL010000002.1:455179-471992	dereplication_representative										
GCF_023656515.1	NZ_JAMOFV010000006.1	2229296.0	2236204.0	9595.0	1	1	0	1	0	1	1	95	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_JAMOFV010000006.1:2224296-2241204	dereplication_representative										
GCF_023806125.1	NZ_JAMSKT010000006.1	93111.0	99976.0	9569.0	1	1	0	1	0	1	1	101	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_JAMSKT010000006.1:88111-104976	dereplication_representative										
GCF_024135845.1	NZ_JAMYJV010000003.1	516503.0	520316.0	5131.0	0	0	0	1	0	1	1	387	(1, 1, 1)	(2, 1, 0)	NZ_JAMYJV010000003.1:511503-525316	dereplication_representative										
GCF_024622825.1	NZ_JANKAH010000011.1	46759.0	53845.0	9486.0	1	1	0	1	0	1	1	139	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_JANKAH010000011.1:41759-58845	dereplication_representative										
GCF_025398335.1	NZ_JAODOO010000009.1	15841.0	23008.0	9457.0	1	1	0	1	0	1	1	160	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_JAODOO010000009.1:10841-28008	dereplication_representative										
GCF_025567365.1	NZ_JAOQJG010000008.1	6406.0	13171.0	5928.0	0	1	0	1	0	1	0	353	(-1, -1, -1)	(2, 1, 0)	NZ_JAOQJG010000008.1:1406-18171	dereplication_representative										
GCF_025567095.1	NZ_JAOQJH010000006.1	99499.0	104312.0	5950.0	0	1	0	1	0	1	0	343	(1, 1, 1)	(2, 1, 0)	NZ_JAOQJH010000006.1:94499-109312	dereplication_representative										
GCF_034439435.1	NZ_JAPCKJ010000001.1	943546.0	950043.0	9528.0	1	1	0	1	0	1	1	116	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_JAPCKJ010000001.1:938546-955043	dereplication_representative										
GCF_026719745.1	NZ_JAPPRQ010000011.1	92185.0	99003.0	9492.0	1	1	0	1	0	1	1	134	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_JAPPRQ010000011.1:87185-104003	dereplication_representative										
GCF_026735135.1	NZ_JAPQER010000002.1	74677.0	81524.0	9525.0	1	1	0	1	0	1	1	118	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_JAPQER010000002.1:69677-86524	dereplication_representative										
GCF_026735165.1	NZ_JAPQES010000002.1	172809.0	179713.0	9452.0	1	1	0	1	0	1	1	169	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_JAPQES010000002.1:167809-184713	dereplication_representative										
GCF_026738875.1	NZ_JAPQFJ010000007.1	14207.0	21085.0	7729.0	1	1	0	1	0	0	1	243	(-1, -1, -1, -1)	(3, 2, 1, 0)	NZ_JAPQFJ010000007.1:9207-26085	dereplication_representative										
GCF_029914245.1	NZ_JARYZI010000001.1	646386.0	653452.0	12734.0	1	1	1	1	1	1	1	3	(-1, -1, -1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	NZ_JARYZI010000001.1:641386-658452	dereplication_representative										
GCF_030053595.1	NZ_JASGBQ010000003.1	141096.0	145805.0	5985.0	0	1	0	1	0	1	0	332	(-1, -1, -1)	(2, 1, 0)	NZ_JASGBQ010000003.1:136096-150805	dereplication_representative										
GCF_030131965.1	NZ_JASKYN010000007.1	21045.0	35390.0	7876.0	1	1	0	1	1	0	0	236	(-1, -1, -1, -1)	(3, 2, 1, 0)	NZ_JASKYN010000007.1:16045-40390	dereplication_representative										
GCF_030372275.1	NZ_JAUDDJ010000002.1	5270.0	10063.0	6193.0	1	1	0	1	0	0	0	312	(-1, -1, -1)	(2, 1, 0)	NZ_JAUDDJ010000002.1:270-15063	dereplication_representative										
GCF_040088595.1	NZ_JAULJF010000005.1	8514.0	15836.0	10835.0	1	1	0	1	1	1	1	40	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_JAULJF010000005.1:3514-20836	dereplication_representative										
GCF_030546345.1	NZ_JAUONW010000040.1	96325.0	102794.0	10167.0	1	1	0	1	0	1	1	59	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_JAUONW010000040.1:91325-107794	dereplication_representative										
GCF_030812885.1	NZ_JAUSTO010000001.1	44280.0	49201.0	5877.0	0	1	0	1	0	1	0	369	(-1, -1, -1)	(2, 1, 0)	NZ_JAUSTO010000001.1:39280-54201	dereplication_representative										
GCF_030815255.1	NZ_JAUSWN010000010.1	84128.0	91045.0	9433.0	1	1	0	1	0	1	1	177	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_JAUSWN010000010.1:79128-96045	dereplication_representative										
GCF_030848475.1	NZ_JAVDDS010000034.1	24118.0	28632.0	4952.0	0	0	0	1	0	1	1	395	(1, 1, 1)	(2, 1, 0)	NZ_JAVDDS010000034.1:19118-33632	dereplication_representative										
GCF_031432315.1	NZ_JAVKGO010000001.1	180890.0	188521.0	11128.0	1	1	0	1	1	1	1	32	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_JAVKGO010000001.1:175890-193521	dereplication_representative										
GCF_036941135.1	NZ_JAYWSY010000001.1	1115075.0	1121948.0	6261.0	1	1	0	1	0	0	0	287	(1, 1, 1)	(2, 1, 0)	NZ_JAYWSY010000001.1:1110075-1126948	dereplication_representative										
GCF_038739695.1	NZ_JBBEWN010000003.1	38916.0	42629.0	4714.0	0	1	1	1	0	0	0	398	(-1, -1, -1)	(2, 1, 0)	NZ_JBBEWN010000003.1:33916-47629	dereplication_representative										
GCF_037572415.1	NZ_JBBHLB010000001.1	328751.0	338646.0	6188.0	1	1	0	1	0	0	0	313	(1, 1, 1)	(2, 1, 0)	NZ_JBBHLB010000001.1:323751-343646	dereplication_representative										
GCF_040096075.1	NZ_JBBMFJ010000036.1	21039.0	25728.0	5900.0	0	1	0	1	0	1	0	363	(-1, -1, -1)	(2, 1, 0)	NZ_JBBMFJ010000036.1:16039-30728	dereplication_representative										
GCF_040096055.1	NZ_JBBMFK010000012.1	56093.0	60928.0	6290.0	1	1	0	1	0	0	0	283	(-1, -1, -1)	(2, 1, 0)	NZ_JBBMFK010000012.1:51093-65928	dereplication_representative										
GCF_037844525.1	NZ_JBBMMD010000047.1	17164.0	24993.0	11213.0	1	1	0	1	1	1	1	27	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_JBBMMD010000047.1:12164-29993	dereplication_representative										
GCF_039414295.1	NZ_JBCITM010000002.1	8556.0	15564.0	10609.0	1	1	0	1	1	1	1	47	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_JBCITM010000002.1:3556-20564	dereplication_representative										
GCF_900182905.1	NZ_FXUF01000003.1	335386.0	342395.0	10659.0	1	1	0	1	1	1	1	46	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	NZ_JBCITM010000002.1:3556-20564	redundant										
GCF_039503245.1	NZ_JBCLMT010000008.1	84341.0	89468.0	6341.0	1	1	0	1	0	0	0	272	(1, 1, 1)	(2, 1, 0)	NZ_JBCLMT010000008.1:79341-94468	dereplication_representative										
GCF_040719375.1	NZ_JBFDTP010000002.1	327401.0	332131.0	5961.0	0	1	0	1	0	1	0	338	(1, 1, 1)	(2, 1, 0)	NZ_JBFDTP010000002.1:322401-337131	dereplication_representative										
GCF_041205085.1	NZ_JBGEWD010000007.1	111305.0	118377.0	9368.0	1	1	0	1	0	1	1	199	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_JBGEWD010000007.1:106305-123377	dereplication_representative										
GCF_041925195.1	NZ_JBHEVB010000002.1	8990.0	13786.0	6208.0	1	1	0	1	0	0	0	309	(-1, -1, -1)	(2, 1, 0)	NZ_JBHEVB010000002.1:3990-18786	dereplication_representative										
GCF_045310525.1	NZ_JBJHZY010000001.1	1492113.0	1499028.0	9479.0	1	1	0	1	0	1	1	144	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_JBJHZY010000001.1:1487113-1504028	dereplication_representative										
GCF_045310675.1	NZ_JBJHZZ010000006.1	61204.0	68106.0	9475.0	1	1	0	1	0	1	1	146	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_JBJHZZ010000006.1:56204-73106	dereplication_representative										
GCF_045310695.1	NZ_JBJIAA010000012.1	93382.0	100556.0	9550.0	1	1	0	1	0	1	1	108	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_JBJIAA010000012.1:88382-105556	dereplication_representative										
GCF_000724385.2	NZ_JENO01000007.1	50374.0	57215.0	9469.0	1	1	0	1	0	1	1	149	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_JENO01000007.1:45374-62215	dereplication_representative										
GCF_000179595.2	NZ_JH556651.1	121017.0	125484.0	5068.0	0	0	0	1	0	1	1	393	(1, 1, 1)	(2, 1, 0)	NZ_JH556651.1:116017-130484	dereplication_representative										
GCF_000242235.1	NZ_JH590863.1	529466.0	534352.0	5704.0	0	1	0	1	0	1	0	375	(1, 1, 1)	(2, 1, 0)	NZ_JH590863.1:524466-539352	dereplication_representative										
GCF_000619945.1	NZ_JHVC01000018.1		10697.0	9524.0	1	1	0	1	0	1	1	119	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_JHVC01000018.1:1-15697	dereplication_representative	3568.0	1.0								
GCF_000621505.1	NZ_JHYD01000009.1	183433.0	191372.0	10353.0	1	1	0	1	1	1	1	55	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	NZ_JHYD01000009.1:178433-196372	dereplication_representative										
GCF_000621485.1	NZ_JHYF01000001.1	58893.0	66471.0	11304.0	1	1	0	1	1	1	1	20	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_JHYF01000001.1:53893-71471	dereplication_representative										
GCF_000699585.2	NZ_JJMM01000005.1	106596.0	113442.0	11225.0	1	1	0	1	1	1	1	26	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_JJMM01000005.1:101596-118442	dereplication_representative										
GCF_000806225.2	NZ_JOOI01000001.1	354271.0	361608.0	10845.0	1	1	0	1	1	1	1	38	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_JOOI01000001.1:349271-366608	dereplication_representative										
GCF_003722315.1	NZ_CP033580.1	1708584.0	1715921.0	10905.0	1	1	0	1	1	1	1	37	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_JOOI01000001.1:349271-366608	redundant										
GCF_000732635.1	NZ_JPMD01000035.1	79335.0	86173.0	8169.0	1	1	0	1	0	1	0	221	(1, 1, 1, 1)	(3, 2, 1, 0)	NZ_JPMD01000035.1:74335-91173	dereplication_representative										
GCF_039521425.1	NZ_BAAACI010000001.1	1106877.0	1113716.0	8160.0	1	1	0	1	0	1	0	223	(-1, -1, -1, -1)	(3, 2, 1, 0)	NZ_JPMD01000035.1:74335-91173	redundant										
GCF_000744935.1	NZ_JQMW01000009.1	1092501.0	1097146.0	6529.0	1	1	0	1	0	0	0	267	(-1, -1, -1)	(2, 1, 0)	NZ_JQMW01000009.1:1087501-1102146	dereplication_representative										
GCF_000383295.1	NZ_KB911066.1	118835.0	123746.0	6322.0	1	1	0	1	0	0	0	275	(-1, -1, -1)	(2, 1, 0)	NZ_KB911066.1:113835-128746	dereplication_representative										
GCF_000686705.1	NZ_KK366004.1	561293.0	568429.0	9430.0	1	1	0	1	0	1	1	181	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_KK366004.1:556293-573429	dereplication_representative										
GCF_000686725.1	NZ_KK366008.1	171196.0	178008.0	9427.0	1	1	0	1	0	1	1	184	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_KK366008.1:166196-183008	dereplication_representative										
GCF_000981035.1	NZ_LAYJ01000101.1	74274.0	86076.0	7037.0	1	1	0	1	1	0	0	252	(1, 1, 1, 1)	(3, 2, 1, 0)	NZ_LAYJ01000101.1:69274-91076	dereplication_representative										
GCF_001047375.1	NZ_LFVU01000027.1	16189.0	24634.0	9963.0	1	1	0	1	0	1	1	69	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_LFVU01000027.1:11189-29634	dereplication_representative										
GCF_001262605.1	NZ_LGTC01000001.1	793877.0	802891.0	9657.0	1	1	0	1	0	1	1	82	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_LGTC01000001.1:788877-807891	dereplication_representative										
GCF_001263795.1	NZ_LHUR01000011.1	217545.0	224381.0	9621.0	1	1	0	1	0	1	1	87	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LHUR01000011.1:212545-229381	dereplication_representative										
GCF_001636845.1	NZ_LITT01000004.1	107564.0	114493.0	9348.0	1	1	0	1	0	1	1	202	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LITT01000004.1:102564-119493	dereplication_representative										
GCF_000143685.1	NC_014328.1	3687411.0	3694350.0	9336.0	1	1	0	1	0	1	1	203	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LITT01000004.1:102564-119493	redundant										
GCF_019056555.1	NZ_CP020473.1	1396624.0	1403563.0	9320.0	1	1	0	1	0	1	1	205	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LITT01000004.1:102564-119493	redundant										
GCF_004006395.2	NZ_CP029758.2	3636555.0	3643493.0	9350.0	1	1	0	1	0	1	1	201	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LITT01000004.1:102564-119493	redundant										
GCF_001317355.1	NZ_LKET01000028.1	139088.0	145969.0	9960.0	1	1	0	1	0	1	1	70	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LKET01000028.1:134088-150969	dereplication_representative										
GCF_001440545.1	NZ_LKHP01000003.1	230763.0	237237.0	10101.0	1	1	0	1	0	1	1	62	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_LKHP01000003.1:225763-242237	dereplication_representative										
GCF_001282685.1	NZ_LN875035.1	3188052.0	3191702.0	5337.0	0	0	0	1	0	1	1	376	(-1, -1, -1)	(2, 1, 0)	NZ_LN875035.1:3183052-3196702	dereplication_representative										
GCF_001282725.1	NZ_LN876587.1	888085.0	895588.0	11595.0	1	1	0	1	1	1	1	14	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_LN876587.1:883085-900588	dereplication_representative										
GCF_001403635.1	NZ_LN879468.1	1056127.0	1062808.0	8173.0	1	1	0	1	0	1	0	220	(-1, -1, -1, -1)	(3, 2, 1, 0)	NZ_LN879468.1:1051127-1067808	dereplication_representative										
GCF_001562415.1	NZ_LOEE01000019.1	10128.0	27962.0	12042.0	1	1	1	1	1	1	1	5	(-1, -1, -1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	NZ_LOEE01000019.1:5128-32962	dereplication_representative										
GCF_001559865.1	NZ_LOHE01000068.1	83311.0	94359.0	12085.0	1	1	0	2	1	1	1	4	(1, 1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	NZ_LOHE01000068.1:78311-99359	dereplication_representative										
GCF_900604345.1	NZ_LR026983.1	86905.0	99548.0	6035.0	0	1	0	1	0	1	0	322	(-1, -1, -1)	(2, 1, 0)	NZ_LR026983.1:81905-104548	dereplication_representative										
GCF_900538275.1	NZ_LR130778.1	3074665.0	3081344.0	5956.0	0	1	0	1	0	1	0	339	(1, 1, 1)	(2, 1, 0)	NZ_LR130778.1:3069665-3086344	dereplication_representative										
GCF_900626135.1	NZ_LR130785.1	1547702.0	1555023.0	11174.0	1	1	0	1	1	1	1	29	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_LR130785.1:1542702-1560023	dereplication_representative										
GCF_009911265.1	NZ_QXXA01000009.1	103459.0	110782.0	11260.0	1	1	0	1	1	1	1	24	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	NZ_LR130785.1:1542702-1560023	redundant										
GCF_900626285.1	NZ_LR131147.1	33945.0	44374.0	6254.0	1	1	0	1	0	0	0	290	(1, 1, 1)	(2, 1, 0)	NZ_LR131147.1:28945-49374	dereplication_representative										
GCF_901482605.1	NZ_LR590481.1	1927708.0	1934626.0	9397.0	1	1	0	1	0	1	1	195	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LR590481.1:1922708-1939626	dereplication_representative										
GCF_902387945.1	NZ_LR699010.1	1921565.0	1927585.0	5819.0	0	1	0	1	0	1	0	373	(-1, -1, -1)	(2, 1, 0)	NZ_LR699010.1:1916565-1932585	dereplication_representative										
GCF_001571775.1	NZ_LRVM01000006.1	145605.0	152022.0	3375.0	0	0	0	1	0	1	1	399	(1, -1, -1)	(2, 1, 0)	NZ_LRVM01000006.1:140605-157022	dereplication_representative										
GCF_900106845.1	NZ_LT629850.1	151086.0	159770.0	7899.0	1	1	0	1	1	0	0	231	(1, 1, 1, 1)	(3, 2, 1, 0)	NZ_LT629850.1:146086-164770	dereplication_representative										
GCF_900104675.1	NZ_LT629945.1	2223999.0	2228866.0	6258.0	1	1	0	1	0	0	0	288	(1, 1, 1)	(2, 1, 0)	NZ_LT629945.1:2218999-2233866	dereplication_representative										
GCF_900155545.1	NZ_LT732526.1	2845968.0	2850720.0	5954.0	0	1	0	1	0	1	0	340	(-1, -1, -1)	(2, 1, 0)	NZ_LT732526.1:2840968-2855720	dereplication_representative										
GCF_900205865.1	NZ_LT906662.1	67392.0	74775.0	10773.0	1	1	0	1	1	1	1	41	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	NZ_LT906662.1:62392-79775	dereplication_representative										
GCF_900199635.1	NZ_LT962687.1	1490995.0	1496056.0	6214.0	1	1	0	1	0	0	0	307	(-1, -1, -1)	(2, 1, 0)	NZ_LT962687.1:1485995-1501056	dereplication_representative										
GCF_900199405.1	NZ_LT963430.1	1899529.0	1907258.0	8318.0	1	1	0	1	0	1	0	217	(1, 1, 1, 1)	(3, 2, 1, 0)	NZ_LT963430.1:1894529-1912258	dereplication_representative										
GCF_001594005.1	NZ_LTBA01000001.1	392462.0	399332.0	9606.0	1	1	0	1	0	1	1	91	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LTBA01000001.1:387462-404332	dereplication_representative										
GCF_001593985.1	NZ_LTBB01000001.1	43309.0	50138.0	9556.0	1	1	0	1	0	1	1	105	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LTBB01000001.1:38309-55138	dereplication_representative										
GCF_001623875.1	NZ_LWAE01000001.1	832539.0	839731.0	9489.0	1	1	0	1	0	1	1	137	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_LWAE01000001.1:827539-844731	dereplication_representative										
GCF_001655775.1	NZ_LXFF01000014.1	17687.0	24127.0	9292.0	1	1	0	1	0	1	1	208	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LXFF01000014.1:12687-29127	dereplication_representative										
GCF_001758365.1	NZ_LZFO01000032.1	12223.0	19052.0	9601.0	1	1	0	1	0	1	1	94	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_LZFO01000032.1:7223-24052	dereplication_representative										
GCF_001940315.1	NZ_MJIF01000001.1	852509.0	861039.0	5921.0	0	1	0	1	0	1	0	356	(-1, -1, -1)	(2, 1, 0)	NZ_MJIF01000001.1:847509-866039	dereplication_representative										
GCF_001940245.1	NZ_MJIG01000003.1	270073.0	276885.0	5940.0	0	1	0	1	0	1	0	348	(1, 1, 1)	(2, 1, 0)	NZ_MJIG01000003.1:265073-281885	dereplication_representative										
GCF_002029235.1	NZ_MZGV01000008.1	62285.0	69336.0	9521.0	1	1	0	1	0	1	1	122	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_MZGV01000008.1:57285-74336	dereplication_representative										
GCF_002051585.1	NZ_MZGX01000020.1	10349.0	18459.0	10343.0	1	1	0	1	1	1	1	56	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_MZGX01000020.1:5349-23459	dereplication_representative										
GCF_002969215.1	NZ_NEMB01000003.1	3000213.0	3004653.0	5020.0	0	0	0	1	0	1	1	394	(-1, -1, -1)	(2, 1, 0)	NZ_NEMB01000003.1:2995213-3009653	dereplication_representative										
GCF_002159175.1	NZ_NFGZ01000003.1	187253.0	195884.0	6231.0	1	1	0	1	0	0	0	301	(-1, -1, -1)	(2, 1, 0)	NZ_NFGZ01000003.1:182253-200884	dereplication_representative										
GCF_002159465.1	NZ_NFIR01000007.1		8839.0	5876.0	0	1	0	1	0	1	0	370	(1, 1, 1)	(2, 1, 0)	NZ_NFIR01000007.1:1-13839	dereplication_representative	2644.0	1.0								
GCF_002161055.1	NZ_NFLT01000005.1	89842.0	93387.0	5261.0	0	0	0	1	0	1	1	378	(1, 1, 1)	(2, 1, 0)	NZ_NFLT01000005.1:84842-98387	dereplication_representative										
GCF_002161085.1	NZ_NFLU01000008.1	23861.0	37995.0	6641.0	1	1	1	1	0	0	0	259	(1, 1, 1, 1)	(3, 2, 1, 0)	NZ_NFLU01000008.1:18861-42995	dereplication_representative										
GCF_002161065.1	NZ_NFLV01000003.1	187260.0	193346.0	5882.0	0	1	0	1	0	1	0	367	(-1, -1, -1)	(2, 1, 0)	NZ_NFLV01000003.1:182260-198346	dereplication_representative										
GCF_002161175.1	NZ_NFMA01000005.1	42490.0	47389.0	6226.0	1	1	0	1	0	0	0	303	(-1, -1, -1)	(2, 1, 0)	NZ_NFMA01000005.1:37490-52389	dereplication_representative										
GCF_002161215.1	NZ_NFMB01000007.1	234145.0	244427.0	6312.0	1	1	0	1	0	0	0	277	(-1, -1, -1)	(2, 1, 0)	NZ_NFMB01000007.1:229145-249427	dereplication_representative										
GCF_002270055.1	NZ_NIBG01000001.1	41833.0	53998.0	11490.0	1	1	0	1	1	1	1	16	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_NIBG01000001.1:36833-58998	dereplication_representative										
GCF_002216005.1	NZ_NIQC01000018.1	34583.0	40402.0	6337.0	1	1	0	1	0	0	0	273	(-1, -1, -1)	(2, 1, 0)	NZ_NIQC01000018.1:29583-45402	dereplication_representative										
GCF_002250835.2	NZ_NOJY02000003.1	54947.0	63695.0	7925.0	1	1	0	1	1	0	0	228	(-1, -1, -1, -1)	(3, 2, 1, 0)	NZ_NOJY02000003.1:49947-68695	dereplication_representative										
GCF_002252565.1	NZ_NPML01000007.1	276849.0	289721.0	6561.0	1	1	0	1	0	0	0	266	(-1, -1, -1)	(2, 1, 0)	NZ_NPML01000007.1:271849-294721	dereplication_representative										
GCF_900205925.1	NZ_OAOD01000003.1	60143.0	67674.0	9505.0	1	1	0	1	0	1	1	130	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_OAOD01000003.1:55143-72674	dereplication_representative										
GCF_900205965.1	NZ_OAOF01000003.1	401680.0	406404.0	5944.0	0	1	0	1	0	1	0	347	(1, 1, 1)	(2, 1, 0)	NZ_OAOF01000003.1:396680-411404	dereplication_representative										
GCF_900205945.1	NZ_OAOH01000001.1	453437.0	464182.0	9573.0	1	1	0	1	0	1	1	99	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_OAOH01000001.1:448437-469182	dereplication_representative										
GCF_900240385.1	NZ_OEQH01000003.1	382811.0	387853.0	6306.0	1	1	0	1	0	0	0	279	(1, 1, 1)	(2, 1, 0)	NZ_OEQH01000003.1:377811-392853	dereplication_representative										
GCF_934924865.1	NZ_OW235315.1	873458.0	881380.0	11263.0	1	1	0	1	1	1	1	23	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_OW235315.1:868458-886380	dereplication_representative										
GCF_965140945.1	NZ_OZ223661.1	965803.0	976068.0	10836.0	1	1	0	1	1	1	1	39	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_OZ223661.1:960803-981068	dereplication_representative										
GCF_002735925.1	NZ_PEDL01000002.1	131692.0	135469.0	5249.0	0	0	0	1	0	1	1	379	(1, 1, 1)	(2, 1, 0)	NZ_PEDL01000002.1:126692-140469	dereplication_representative										
GCF_002796935.1	NZ_PETE01000002.1	3921231.0	3928539.0	9602.0	1	1	0	1	0	1	1	93	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_PETE01000002.1:3916231-3933539	dereplication_representative										
GCF_002899675.1	NZ_PKUU01000024.1	78223.0	82920.0	5899.0	0	1	0	1	0	1	0	364	(1, 1, 1)	(2, 1, 0)	NZ_PKUU01000024.1:73223-87920	dereplication_representative										
GCF_002964605.1	NZ_PQDH01000001.1	223422.0	231090.0	7495.0	0	1	0	1	0	1	1	250	(-1, -1, -1, -1)	(3, 2, 1, 0)	NZ_PQDH01000001.1:218422-236090	dereplication_representative										
GCF_002934545.1	NZ_PTJA01000001.1	684800.0	689568.0	5979.0	0	1	0	1	0	1	0	335	(1, 1, 1)	(2, 1, 0)	NZ_PTJA01000001.1:679800-694568	dereplication_representative										
GCF_013036995.1	NZ_JAAOXG010000088.1	32184.0	36953.0	5945.0	0	1	0	1	0	1	0	345	(1, 1, 1)	(2, 1, 0)	NZ_PTJA01000001.1:679800-694568	redundant										
GCF_048627165.1	NZ_JBMBWP010000002.1	1910090.0	1914859.0	5919.0	0	1	0	1	0	1	0	358	(-1, -1, -1)	(2, 1, 0)	NZ_PTJA01000001.1:679800-694568	redundant										
GCF_003024715.1	NZ_PYLO01000004.1	243048.0	247787.0	6018.0	0	1	0	1	0	1	0	325	(1, 1, 1)	(2, 1, 0)	NZ_PYLO01000004.1:238048-252787	dereplication_representative										
GCF_003208175.1	NZ_QKMR01000014.1	19947.0	28092.0	10370.0	1	1	0	1	1	1	1	54	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	NZ_QKMR01000014.1:14947-33092	dereplication_representative										
GCF_003337415.1	NZ_QPJT01000016.1	48305.0	56489.0	9589.0	1	1	0	1	0	1	1	96	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_QPJT01000016.1:43305-61489	dereplication_representative										
GCF_003463065.1	NZ_QSCM01000004.1	152538.0	166007.0	6081.0	1	0	0	1	0	1	0	319	(-1, -1, -1)	(2, 1, 0)	NZ_QSCM01000004.1:147538-171007	dereplication_representative										
GCF_003477935.1	NZ_QUEH01000004.1	36282.0	40970.0	5921.0	0	1	0	1	0	1	0	355	(1, 1, 1)	(2, 1, 0)	NZ_QUEH01000004.1:31282-45970	dereplication_representative										
GCF_003478505.1	NZ_QUFI01000007.1	117309.0	121997.0	5878.0	0	1	0	1	0	1	0	368	(1, 1, 1)	(2, 1, 0)	NZ_QUFI01000007.1:112309-126997	dereplication_representative										
