scaffold	representative	dereplication_status
NZ_FMQT01000003.1	GCF_900457635.1	redundant
NZ_JAHCOV010000003.1	GCF_900457635.1	redundant
NZ_WOCR01000002.1	GCF_900457635.1	redundant
NZ_JANVGI010000002.1	GCF_900457635.1	redundant
NZ_JAHCPI010000002.1	GCF_900457635.1	redundant
NZ_WOCJ01000002.1	GCF_900457635.1	redundant
NZ_FMRK01000003.1	GCF_900457635.1	redundant
NZ_FMQS01000002.1	GCF_900457635.1	redundant
NZ_JAJUES010000002.1	GCF_900457635.1	redundant
NZ_WOCO01000002.1	GCF_900457635.1	redundant
NZ_JAHCPP010000002.1	GCF_900457635.1	redundant
NZ_JAHCOT010000004.1	GCF_900457635.1	redundant
NZ_CP134620.1	GCF_900457635.1	redundant
NZ_WOCW01000002.1	GCF_900457635.1	redundant
LR134088.1	GCF_900457635.1	redundant
NZ_SZZB01000002.1	GCF_900457635.1	redundant
DAZEIK010000002.1	GCF_900457635.1	redundant
DBDTFI010000002.1	GCF_900457635.1	redundant
NZ_SZYX01000001.1	GCF_900457635.1	redundant
DAXXEL010000002.1	GCF_900457635.1	redundant
DAZDRM010000002.1	GCF_900457635.1	redundant
NZ_JAANBX010000004.1	GCF_900457635.1	redundant
DBDSYK010000004.1	GCF_900457635.1	redundant
DAZCZT010000002.1	GCF_900457635.1	redundant
NZ_JAANCE010000004.1	GCF_900457635.1	redundant
DBDPCC010000002.1	GCF_900457635.1	redundant
JARUYF010000003.1	GCF_900457635.1	redundant
NZ_SZYZ01000003.1	GCF_900457635.1	redundant
NZ_JABUAB010000028.1	GCF_900457635.1	redundant
DBDTMB010000003.1	GCF_900457635.1	redundant
NZ_SZYW01000012.1	GCF_900457635.1	redundant
DBDSYS010000003.1	GCF_900457635.1	redundant
NZ_MAQG01000003.1	GCF_900457635.1	redundant
NZ_JAANBE010000014.1	GCF_900457635.1	redundant
DBDSNT010000002.1	GCF_900457635.1	redundant
NZ_JAANBH010000004.1	GCF_900457635.1	redundant
NZ_JAANCG010000009.1	GCF_900457635.1	redundant
NZ_JZIQ01000002.1	GCF_900457635.1	redundant
NZ_JAANBT010000017.1	GCF_900457635.1	redundant
DBAUTR010000003.1	GCF_900457635.1	redundant
NZ_QFCV01000003.1	GCF_900457635.1	redundant
DBAHXV010000004.1	GCF_900457635.1	redundant
DAZCHX010000002.1	GCF_900457635.1	redundant
NZ_JAANBR010000005.1	GCF_900457635.1	redundant
DAYZAS010000004.1	GCF_900457635.1	redundant
NZ_JAANBI010000004.1	GCF_900457635.1	redundant
NZ_JZIP01000002.1	GCF_900457635.1	redundant
NZ_QFCZ01000002.1	GCF_900457635.1	redundant
DBDTUX010000002.1	GCF_900457635.1	redundant
NZ_JAANBK010000004.1	GCF_900457635.1	redundant
DBDSYR010000002.1	GCF_900457635.1	redundant
NZ_MAQR01000124.1	GCF_900457635.1	redundant
DBAHYG010000009.1	GCF_900457635.1	redundant
NZ_SZZE01000001.1	GCF_900457635.1	redundant
NZ_JAANBG010000004.1	GCF_900457635.1	redundant
NZ_LRMY01000020.1	GCF_900457635.1	redundant
NZ_JAANBY010000014.1	GCF_900457635.1	redundant
DBDOZH010000003.1	GCF_900457635.1	redundant
DAZCVJ010000002.1	GCF_900457635.1	redundant
JARUYC010000003.1	GCF_900457635.1	redundant
DAZCSN010000002.1	GCF_900457635.1	redundant
JARUXY010000003.1	GCF_900457635.1	redundant
DAZCPU010000002.1	GCF_900457635.1	redundant
DAZCMP010000002.1	GCF_900457635.1	redundant
DAZCHZ010000002.1	GCF_900457635.1	redundant
JANVJO010000005.1	GCF_900457635.1	redundant
DAZCHR010000002.1	GCF_900457635.1	redundant
DAZDSZ010000002.1	GCF_900457635.1	redundant
DAZCZS010000003.1	GCF_900457635.1	redundant
DAZCVW010000002.1	GCF_900457635.1	redundant
DAZCSQ010000002.1	GCF_900457635.1	redundant
DAZCQL010000002.1	GCF_900457635.1	redundant
DAZCOJ010000002.1	GCF_900457635.1	redundant
DBAHYK010000002.1	GCF_900457635.1	redundant
DAZCJL010000002.1	GCF_900457635.1	redundant
DAZEDG010000002.1	GCF_900457635.1	redundant
DAZDNF010000002.1	GCF_900457635.1	redundant
DBDSOG010000002.1	GCF_900457635.1	redundant
DAZCYB010000002.1	GCF_900457635.1	redundant
JARUYD010000003.1	GCF_900457635.1	redundant
JARUYA010000003.1	GCF_900457635.1	redundant
JARUYE010000003.1	GCF_900457635.1	redundant
NZ_LR134304.1	GCF_900636685.1	dereplication_representative
NZ_PPQS01000039.1	GCF_900636685.1	redundant
NZ_CCEL01000003.1	GCF_900636685.1	redundant
NZ_JADAMT010000002.1	GCF_900636685.1	redundant
