db_id	query	scaff	strand	coords	db	crossref_id	crossref_method	name	taxon_name	taxon_id	evalue	score	seqid	qcov	tcov
WP_061993954.1	ctg16_42	NZ_JAAGPU010000003.1	-	70987..72231	local	WP_061993954.1	local	protein translocase subunit SecD	GCF_010692705.1	1465809	8.303e-35	1788	38.8	99.8	98.8
WP_199869189.1	ctg16_40	NZ_JAAGPU010000003.1	-	72325..73698	local	WP_199869189.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_010692705.1	1465809	3.652e-53	2331	53.4	97.39999999999999	99.3
WP_199869191.1	ctg16_38	NZ_JAAGPU010000003.1	-	74996..76123	local	WP_199869191.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_010692705.1	1465809	1.642e-48	2005	50.7	97.6	99.7
WP_061993949.1	ctg16_37	NZ_JAAGPU010000003.1	-	76186..77211	local	WP_061993949.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_010692705.1	1465809	1.548e-50	2082	64.8	99.4	99.4
WP_307355668.1	ctg16_37	NZ_JAUSWN010000010.1	+	84128..85153	local	WP_307355668.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_030815255.1	1536	2.861e-51	2111	64.4	99.7	99.7
WP_111943495.1	ctg16_38	NZ_JAUSWN010000010.1	+	85181..86320	local	WP_111943495.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_030815255.1	1536	2.196e-48	2000	50.6	97.89999999999999	98.9
WP_307355670.1	ctg16_40	NZ_JAUSWN010000010.1	+	87446..88816	local	WP_307355670.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_030815255.1	1536	1.099e-53	2353	54.9	96.8	99.3
WP_111943485.1	ctg16_42	NZ_JAUSWN010000010.1	+	88918..90162	local	WP_111943485.1	local	protein translocase subunit SecD	GCF_030815255.1	1536	3.986e-34	1755	39.7	100.0	99.0
WP_307355671.1	ctg16_43	NZ_JAUSWN010000010.1	+	90164..91045	local	WP_307355671.1	local	protein translocase subunit SecF	GCF_030815255.1	1536	6.412e-26	1214	46.5	98.0	99.7
WP_261850890.1	ctg16_37	NZ_BQXZ01000002.1	+	837867..838892	local	WP_261850890.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_024341925.1	2886038	2.629e-52	2152	65.8	99.7	99.7
WP_261850891.1	ctg16_38	NZ_BQXZ01000002.1	+	838916..840055	local	WP_261850891.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_024341925.1	2886038	3.343e-50	2072	51.5	98.7	99.7
WP_261850894.1	ctg16_40	NZ_BQXZ01000002.1	+	841066..842427	local	WP_261850894.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_024341925.1	2886038	9.756e-53	2313	54.2	96.6	99.3
WP_261850895.1	ctg16_42	NZ_BQXZ01000002.1	+	842504..843769	local	WP_261850895.1	local	protein translocase subunit SecD	GCF_024341925.1	2886038	6.412e-34	1745	38.4	99.8	98.8
WP_261850896.1	ctg16_43	NZ_BQXZ01000002.1	+	843775..844644	local	WP_261850896.1	local	protein translocase subunit SecF	GCF_024341925.1	2886038	1.825e-24	1151	41.0	98.3	99.3
WP_169295817.1	ctg16_37	NZ_JABBNI010000001.1	+	112639..113664	local	WP_169295817.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_012926525.1	2716538	1.854e-52	2158	66.1	99.7	99.7
WP_169295818.1	ctg16_38	NZ_JABBNI010000001.1	+	113677..114807	local	WP_169295818.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_012926525.1	2716538	3.419e-49	2032	50.7	97.6	99.5
WP_169295821.1	ctg16_40	NZ_JABBNI010000001.1	+	116144..117508	local	WP_169295821.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_012926525.1	2716538	4.073e-53	2329	51.8	96.6	99.3
WP_169295822.1	ctg16_42	NZ_JABBNI010000001.1	+	117623..118900	local	WP_169295822.1	local	protein translocase subunit SecD	GCF_012926525.1	2716538	2.253e-34	1767	40.0	99.1	95.8
WP_169295823.1	ctg16_43	NZ_JABBNI010000001.1	+	118893..119768	local	WP_169295823.1	local	protein translocase subunit SecF	GCF_012926525.1	2716538	2.381e-24	1146	41.6	99.0	98.6
WP_154529728.1	ctg16_37	NZ_VULX01000001.1	+	5531..6559	local	WP_154529728.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_009696465.1	2652291	4.706e-52	2142	65.5	99.7	99.4
WP_154529729.1	ctg16_38	NZ_VULX01000001.1	+	6537..7724	local	WP_154529729.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_009696465.1	2652291	1.009e-49	2053	50.6	99.5	96.2
WP_154529732.1	ctg16_40	NZ_VULX01000001.1	+	8789..10162	local	WP_154529732.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_009696465.1	2652291	1.43e-52	2306	52.2	97.39999999999999	99.3
WP_154529733.1	ctg16_42	NZ_VULX01000001.1	+	10295..11548	local	WP_154529733.1	local	protein translocase subunit SecD	GCF_009696465.1	2652291	1.134e-33	1733	35.2	99.8	99.3
WP_154529734.1	ctg16_43	NZ_VULX01000001.1	+	11558..12427	local	WP_154529734.1	local	protein translocase subunit SecF	GCF_009696465.1	2652291	1.583e-25	1197	43.6	97.6	99.7
WP_027634065.1	ctg16_37	NZ_KK366004.1	+	561293..562318	local	WP_027634065.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_000686705.1	1121319	8.647e-51	2092	64.7	99.7	99.7
WP_027634066.1	ctg16_38	NZ_KK366004.1	+	562352..563482	local	WP_027634066.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_000686705.1	1121319	1.069e-49	2052	52.1	97.6	99.5
WP_027634069.1	ctg16_40	NZ_KK366004.1	+	564623..565984	local	WP_027634069.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_000686705.1	1121319	4.22e-51	2244	51.7	96.8	99.3
WP_034850023.1	ctg16_42	NZ_KK366004.1	+	566279..567565	local	WP_034850023.1	local	protein translocase subunit SecD	GCF_000686705.1	1121319	6.078e-36	1843	39.9	99.8	96.5
WP_027634071.1	ctg16_43	NZ_KK366004.1	+	567572..568429	local	WP_027634071.1	local	protein translocase subunit SecF	GCF_000686705.1	1121319	1.423e-25	1199	44.2	97.0	99.3
WP_123054266.1	ctg16_43	NZ_CP033465.1	-	2012669..2013550	local	WP_123054266.1	local	protein translocase subunit SecF	GCF_003718715.1	2483110	9.998e-24	1119	41.3	95.6	94.5
WP_123054267.1	ctg16_42	NZ_CP033465.1	-	2013552..2014820	local	WP_123054267.1	local	protein translocase subunit SecD	GCF_003718715.1	2483110	1.401e-34	1777	38.9	98.8	96.2
WP_123054268.1	ctg16_40	NZ_CP033465.1	-	2014937..2016307	local	WP_123054268.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_003718715.1	2483110	4.073e-53	2329	53.2	96.8	99.3
WP_123054272.1	ctg16_38	NZ_CP033465.1	-	2017514..2018644	local	WP_123054272.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_003718715.1	2483110	3.543e-50	2071	52.1	97.6	99.5
WP_123054273.1	ctg16_37	NZ_CP033465.1	-	2018656..2019681	local	WP_123054273.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_003718715.1	2483110	7.498e-52	2134	65.5	99.7	99.7
WP_216306069.1	ctg16_37	NZ_JAHLEB010000009.1	+	45301..46326	local	WP_216306069.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_018861735.1	205328	9.714e-51	2090	63.4	99.4	99.4
WP_216306070.1	ctg16_38	NZ_JAHLEB010000009.1	+	46386..47510	local	WP_216306070.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_018861735.1	205328	3.84e-49	2030	52.0	97.1	99.5
WP_216306074.1	ctg16_40	NZ_JAHLEB010000009.1	+	48653..50017	local	WP_216306074.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_018861735.1	205328	9.327e-54	2356	53.6	96.6	99.3
WP_376770430.1	ctg16_42	NZ_JAHLEB010000009.1	+	50070..51335	local	WP_376770430.1	local	protein translocase subunit SecD	GCF_018861735.1	205328	2.301e-35	1815	38.5	99.8	97.39999999999999
WP_216306076.1	ctg16_43	NZ_JAHLEB010000009.1	+	51340..52206	local	WP_216306076.1	local	protein translocase subunit SecF	GCF_018861735.1	205328	3.642e-24	1138	42.9	97.0	99.0
WP_026884378.1	ctg16_43	NZ_KK366008.1	-	171196..172089	local	WP_026884378.1	local	protein translocase subunit SecF	GCF_000686725.1	1121293	4.345e-25	1178	40.0	99.0	99.7
WP_035796652.1	ctg16_42	NZ_KK366008.1	-	172094..173335	local	WP_035796652.1	local	protein translocase subunit SecD	GCF_000686725.1	1121293	4.18e-34	1754	36.4	100.0	100.0
WP_026884380.1	ctg16_40	NZ_KK366008.1	-	173429..174805	local	WP_026884380.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_000686725.1	1121293	2.907e-52	2293	51.5	96.6	99.3
WP_026884383.1	ctg16_38	NZ_KK366008.1	-	175831..176961	local	WP_026884383.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_000686725.1	1121293	3.755e-50	2070	51.3	98.1	99.7
WP_026884384.1	ctg16_37	NZ_KK366008.1	-	176983..178008	local	WP_026884384.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_000686725.1	1121293	8.424e-52	2132	64.4	99.7	99.7
WP_182088561.1	ctg16_37	NZ_JACGAG010000005.1	+	52397..53422	local	WP_182088561.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_014050525.1	2663123	3.827e-51	2106	65.5	99.7	99.7
WP_182088562.1	ctg16_38	NZ_JACGAG010000005.1	+	53435..54565	local	WP_182088562.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_014050525.1	2663123	8.472e-50	2056	51.7	97.3	99.2
WP_182088566.1	ctg16_40	NZ_JACGAG010000005.1	+	55631..56998	local	WP_182088566.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_014050525.1	2663123	1.04e-53	2354	53.3	96.6	99.3
WP_182088567.1	ctg16_42	NZ_JACGAG010000005.1	+	57092..58381	local	WP_182088567.1	local	protein translocase subunit SecD	GCF_014050525.1	2663123	6.865e-35	1792	38.3	99.8	95.6
WP_182088568.1	ctg16_43	NZ_JACGAG010000005.1	+	58383..59273	local	WP_182088568.1	local	protein translocase subunit SecF	GCF_014050525.1	2663123	1.112e-23	1117	40.4	99.3	97.3
WP_202766498.1	ctg16_43	NZ_JAESWA010000017.1	-	358692..359570	local	WP_202766498.1	local	protein translocase subunit SecF	GCF_016765615.1	2803863	1.35e-25	1200	44.8	96.3	99.3
WP_202766499.1	ctg16_42	NZ_JAESWA010000017.1	-	359575..360831	local	WP_202766499.1	local	protein translocase subunit SecD	GCF_016765615.1	2803863	1.158e-34	1781	39.2	99.5	98.6
WP_202766500.1	ctg16_40	NZ_JAESWA010000017.1	-	360923..362287	local	WP_202766500.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_016765615.1	2803863	6.594e-52	2278	51.4	96.8	99.3
WP_202766504.1	ctg16_38	NZ_JAESWA010000017.1	-	363362..364501	local	WP_202766504.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_016765615.1	2803863	4.47e-50	2067	51.3	98.7	99.7
WP_202766505.1	ctg16_37	NZ_JAESWA010000017.1	-	364522..365547	local	WP_202766505.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_016765615.1	2803863	6.463e-51	2097	63.9	100.0	100.0
WP_261827807.1	ctg16_37	NZ_BROD01000001.1	+	1375321..1376349	local	WP_261827807.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_024345225.1	1604901	1.164e-52	2166	65.9	100.0	99.7
WP_261827808.1	ctg16_38	NZ_BROD01000001.1	+	1376367..1377506	local	WP_261827808.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_024345225.1	1604901	6.335e-50	2061	51.3	98.1	99.2
WP_261827811.1	ctg16_40	NZ_BROD01000001.1	+	1378594..1379955	local	WP_261827811.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_024345225.1	1604901	2.607e-52	2295	51.8	96.6	99.3
WP_261827812.1	ctg16_42	NZ_BROD01000001.1	+	1380044..1381297	local	WP_261827812.1	local	protein translocase subunit SecD	GCF_024345225.1	1604901	2.266e-32	1670	33.1	99.8	99.3
WP_261827813.1	ctg16_43	NZ_BROD01000001.1	+	1381303..1382172	local	WP_261827813.1	local	protein translocase subunit SecF	GCF_024345225.1	1604901	2.598e-26	1231	43.6	97.6	99.7
WP_017895363.1	ctg16_43	NZ_CP137758.1	-	2057652..2058542	local	WP_017895363.1	local	protein translocase subunit SecF	GCF_036670035.1	1519	1.131e-24	1160	41.8	99.3	97.3
WP_017895362.1	ctg16_42	NZ_CP137758.1	-	2058544..2059836	local	WP_017895362.1	local	protein translocase subunit SecD	GCF_036670035.1	1519	4.922e-35	1799	39.6	99.1	94.89999999999999
WP_017752805.1	ctg16_40	NZ_CP137758.1	-	2059905..2061269	local	WP_017752805.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_036670035.1	1519	1.282e-52	2308	54.1	95.3	98.0
WP_017895361.1	ctg16_38	NZ_CP137758.1	-	2062341..2063474	local	WP_017895361.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_036670035.1	1519	3.623e-49	2031	50.4	97.3	98.9
WP_017752810.1	ctg16_37	NZ_CP137758.1	-	2063487..2064512	local	WP_017752810.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_036670035.1	1519	1.266e-51	2125	65.0	99.7	99.7
WP_274227112.1	ctg16_43	NZ_JAQYUU010000001.1	-	1427221..1428099	local	WP_274227112.1	local	protein translocase subunit SecF	GCF_028728205.1	3027474	9.81e-26	1206	45.8	96.3	99.3
WP_274227113.1	ctg16_42	NZ_JAQYUU010000001.1	-	1428104..1429360	local	WP_274227113.1	local	protein translocase subunit SecD	GCF_028728205.1	3027474	1.004e-34	1784	39.4	99.5	98.6
WP_274227114.1	ctg16_40	NZ_JAQYUU010000001.1	-	1429452..1430816	local	WP_274227114.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_028728205.1	3027474	2.192e-51	2256	51.2	96.8	99.3
WP_274227116.1	ctg16_38	NZ_JAQYUU010000001.1	-	1431891..1433030	local	WP_274227116.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_028728205.1	3027474	4.218e-50	2068	52.1	98.7	99.7
WP_274227117.1	ctg16_37	NZ_JAQYUU010000001.1	-	1433051..1434076	local	WP_274227117.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_028728205.1	3027474	3.611e-51	2107	64.8	100.0	100.0
WP_165412770.1	ctg16_43	NZ_JAAMNG020000001.1	-	2111783..2112649	local	WP_165412770.1	local	protein translocase subunit SecF	GCF_011065905.2	238834	3.642e-24	1138	42.4	97.0	99.0
WP_165412771.1	ctg16_42	NZ_JAAMNG020000001.1	-	2112654..2113892	local	WP_165412771.1	local	protein translocase subunit SecD	GCF_011065905.2	238834	8.891e-36	1835	37.7	99.8	99.3
WP_165412772.1	ctg16_40	NZ_JAAMNG020000001.1	-	2113973..2115337	local	WP_165412772.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_011065905.2	238834	3.07e-52	2292	53.8	96.8	99.3
WP_165412776.1	ctg16_38	NZ_JAAMNG020000001.1	-	2116486..2117610	local	WP_165412776.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_011065905.2	238834	3.84e-49	2030	50.9	97.1	99.5
WP_165412777.1	ctg16_37	NZ_JAAMNG020000001.1	-	2117636..2118661	local	WP_165412777.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_011065905.2	238834	1.266e-51	2125	64.3	99.4	99.4
WP_066872691.1	ctg16_37	NZ_CABKWO010000005.1	+	1115119..1116144	local	WP_066872691.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_902376185.1	1805472	1.063e-51	2128	66.4	99.7	99.7
WP_066872694.1	ctg16_38	NZ_CABKWO010000005.1	+	1116262..1117398	local	WP_066872694.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_902376185.1	1805472	4.218e-50	2068	51.3	98.1	99.5
WP_066872703.1	ctg16_40	NZ_CABKWO010000005.1	+	1118013..1119386	local	WP_066872703.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_902376185.1	1805472	1.127e-50	2226	50.0	97.2	99.3
WP_066872706.1	ctg16_42	NZ_CABKWO010000005.1	+	1119469..1120752	local	WP_066872706.1	local	protein translocase subunit SecD	GCF_902376185.1	1805472	2.858e-34	1762	37.1	99.8	96.0
WP_066872710.1	ctg16_43	NZ_CABKWO010000005.1	+	1120745..1121623	local	WP_066872710.1	local	protein translocase subunit SecF	GCF_902376185.1	1805472	2.889e-26	1229	45.8	98.6	98.6
WP_010292959.1	ctg16_43	NZ_CABKRL010000001.1	-	762143..763012	local	WP_010292959.1	local	protein translocase subunit SecF	GCF_902374755.1	1465809	6.412e-26	1214	45.1	97.0	99.3
WP_010292961.1	ctg16_42	NZ_CABKRL010000001.1	-	763014..764258	local	WP_010292961.1	local	protein translocase subunit SecD	GCF_902374755.1	1465809	9.131e-35	1786	38.8	99.8	98.8
WP_010292963.1	ctg16_40	NZ_CABKRL010000001.1	-	764352..765725	local	WP_010292963.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_902374755.1	1465809	1.684e-52	2303	53.4	97.39999999999999	99.3
WP_010292967.1	ctg16_38	NZ_CABKRL010000001.1	-	767015..768142	local	WP_010292967.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_902374755.1	1465809	1.228e-48	2010	51.0	97.6	99.7
WP_010292969.1	ctg16_37	NZ_CABKRL010000001.1	-	768204..769229	local	WP_010292969.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_902374755.1	1465809	8.647e-51	2092	65.7	99.4	99.4
WP_216251337.1	ctg16_37	NZ_JAHLDU010000010.1	+	78708..79733	local	WP_216251337.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_018861905.1	2843317	7.498e-52	2134	65.7	99.4	99.4
WP_216251340.1	ctg16_38	NZ_JAHLDU010000010.1	+	79791..80921	local	WP_216251340.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_018861905.1	2843317	4.313e-49	2028	50.7	97.3	99.2
WP_216251345.1	ctg16_40	NZ_JAHLDU010000010.1	+	82052..83416	local	WP_216251345.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_018861905.1	2843317	5.652e-53	2323	52.6	96.6	99.3
WP_216251348.1	ctg16_42	NZ_JAHLDU010000010.1	+	83496..84734	local	WP_216251348.1	local	protein translocase subunit SecD	GCF_018861905.1	2843317	4.922e-35	1799	36.9	100.0	99.5
WP_216251351.1	ctg16_43	NZ_JAHLDU010000010.1	+	84739..85605	local	WP_216251351.1	local	protein translocase subunit SecF	GCF_018861905.1	2843317	1.054e-23	1118	40.0	96.6	98.6
WP_040330252.1	ctg16_37	NZ_CABLCB010000083.1	+	376971..377996	local	WP_040330252.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_902377545.1	1470356	2.699e-51	2112	64.3	99.4	99.4
WP_040330253.1	ctg16_38	NZ_CABLCB010000083.1	+	378021..379151	local	WP_040330253.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_902377545.1	1470356	9.733e-49	2014	50.2	97.6	99.5
WP_040330258.1	ctg16_40	NZ_CABLCB010000083.1	+	380324..381694	local	WP_040330258.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_902377545.1	1470356	5.067e-53	2325	53.2	97.2	99.3
WP_040330260.1	ctg16_42	NZ_CABLCB010000083.1	+	381792..383036	local	WP_040330260.1	local	protein translocase subunit SecD	GCF_902377545.1	1470356	3.456e-34	1758	39.8	99.8	98.8
WP_040330262.1	ctg16_43	NZ_CABLCB010000083.1	+	383038..383904	local	WP_040330262.1	local	protein translocase subunit SecF	GCF_902377545.1	1470356	2.296e-25	1190	47.8	94.6	96.89999999999999
WP_171012035.1	ctg16_43	NZ_LR590481.1	-	1927708..1928595	local	WP_171012035.1	local	protein translocase subunit SecF	GCF_901482605.1	1498	3.213e-26	1227	46.9	98.6	99.7
WP_415578617.1	ctg16_42	NZ_LR590481.1	-	1928597..1929841	local	WP_415578617.1	local	protein translocase subunit SecD	GCF_901482605.1	1498	1.73e-35	1821	39.3	99.8	98.8
WP_138210542.1	ctg16_40	NZ_LR590481.1	-	1929944..1931308	local	WP_138210542.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_901482605.1	1498	3.82e-52	2288	54.4	95.89999999999999	98.7
WP_138210546.1	ctg16_38	NZ_LR590481.1	-	1932374..1933510	local	WP_138210546.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_901482605.1	1498	4.676e-48	1987	49.7	98.1	99.5
WP_138210547.1	ctg16_37	NZ_LR590481.1	-	1933601..1934626	local	WP_138210547.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_901482605.1	1498	2.466e-50	2074	63.8	99.7	99.7
WP_209701690.1	ctg16_37	NZ_JAGGLM010000005.1	+	67277..68302	local	WP_209701690.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_017874415.1	1472040	1.903e-51	2118	65.8	99.7	99.7
WP_209701691.1	ctg16_38	NZ_JAGGLM010000005.1	+	68318..69448	local	WP_209701691.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_017874415.1	1472040	1.955e-48	2002	50.4	97.3	99.2
WP_209701695.1	ctg16_40	NZ_JAGGLM010000005.1	+	70491..71858	local	WP_209701695.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_017874415.1	1472040	1.214e-52	2309	53.9	96.8	99.3
WP_209701696.1	ctg16_42	NZ_JAGGLM010000005.1	+	71950..73248	local	WP_209701696.1	local	protein translocase subunit SecD	GCF_017874415.1	1472040	8.891e-36	1835	40.1	99.8	95.6
WP_209701780.1	ctg16_43	NZ_JAGGLM010000005.1	+	73259..74140	local	WP_209701780.1	local	protein translocase subunit SecF	GCF_017874415.1	1472040	5.283e-24	1131	41.2	98.3	97.3
WP_012103479.1	ctg16_43	NC_009706.1	-	3198323..3199207	local	WP_012103479.1	local	protein translocase subunit SecF	GCF_000016505.1	431943	1.054e-23	1118	39.8	99.7	98.6
WP_012103480.1	ctg16_42	NC_009706.1	-	3199209..3200483	local	WP_012103480.1	local	protein translocase subunit SecD	GCF_000016505.1	431943	5.527e-36	1845	40.6	99.1	96.2
WP_012103481.1	ctg16_40	NC_009706.1	-	3200633..3202003	local	WP_012103481.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_000016505.1	431943	1.138e-51	2268	51.9	97.8	99.6
WP_012103485.1	ctg16_38	NC_009706.1	-	3203154..3204284	local	WP_012103485.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_000016505.1	431943	4.845e-49	2026	51.2	97.3	99.2
WP_012103486.1	ctg16_37	NC_009706.1	-	3204299..3205324	local	WP_012103486.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_000016505.1	431943	7.498e-52	2134	64.3	99.4	99.4
WP_315673602.1	ctg16_37	NZ_JACTOJ010000010.1	+	177458..178483	local	WP_315673602.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_032335695.1	2768166	2.546e-51	2113	64.7	99.7	99.7
WP_315673603.1	ctg16_38	NZ_JACTOJ010000010.1	+	178516..179646	local	WP_315673603.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_032335695.1	2768166	1.201e-49	2050	52.0	97.3	99.2
WP_315673607.1	ctg16_40	NZ_JACTOJ010000010.1	+	180801..182171	local	WP_315673607.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_032335695.1	2768166	5.019e-52	2283	53.2	97.39999999999999	99.3
WP_315673608.1	ctg16_42	NZ_JACTOJ010000010.1	+	182245..183513	local	WP_315673608.1	local	protein translocase subunit SecD	GCF_032335695.1	2768166	6.243e-35	1794	39.6	99.8	97.39999999999999
WP_315673609.1	ctg16_43	NZ_JACTOJ010000010.1	+	183520..184398	local	WP_315673609.1	local	protein translocase subunit SecF	GCF_032335695.1	2768166	2.944e-24	1142	41.8	98.6	99.7
WP_369704221.1	ctg16_43	NZ_JBGEWD010000007.1	-	111305..112186	local	WP_369704221.1	local	protein translocase subunit SecF	GCF_041205085.1	3240932	3.982e-23	1093	40.6	98.6	98.0
WP_369704222.1	ctg16_42	NZ_JBGEWD010000007.1	-	112188..113465	local	WP_369704222.1	local	protein translocase subunit SecD	GCF_041205085.1	3240932	1.3e-35	1827	40.0	99.1	96.2
WP_369704223.1	ctg16_40	NZ_JBGEWD010000007.1	-	113736..115097	local	WP_369704223.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_041205085.1	3240932	3.243e-52	2291	54.8	96.8	99.3
WP_369704227.1	ctg16_38	NZ_JBGEWD010000007.1	-	116206..117336	local	WP_369704227.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_041205085.1	3240932	1.804e-49	2043	51.0	97.6	99.5
WP_369704228.1	ctg16_37	NZ_JBGEWD010000007.1	-	117352..118377	local	WP_369704228.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_041205085.1	3240932	2.402e-51	2114	64.7	99.7	99.7
WP_217811690.1	ctg16_43	NZ_JAHHUY010000004.1	-	55479..56369	local	WP_217811690.1	local	protein translocase subunit SecF	GCF_019144085.1	1519	7.797e-25	1167	41.1	99.3	97.3
WP_217811691.1	ctg16_42	NZ_JAHHUY010000004.1	-	56371..57663	local	WP_217811691.1	local	protein translocase subunit SecD	GCF_019144085.1	1519	3.529e-35	1806	39.4	99.1	94.89999999999999
WP_217811692.1	ctg16_40	NZ_JAHHUY010000004.1	-	57731..59095	local	WP_217811692.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_019144085.1	1519	6.964e-52	2277	53.2	95.3	98.0
WP_217811694.1	ctg16_38	NZ_JAHHUY010000004.1	-	60167..61300	local	WP_217811694.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_019144085.1	1519	2.072e-48	2001	49.8	97.3	98.9
WP_217811695.1	ctg16_37	NZ_JAHHUY010000004.1	-	61313..62338	local	WP_217811695.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_019144085.1	1519	2.138e-51	2116	64.7	99.7	99.7
WP_127722416.1	ctg16_43	NZ_CP029758.2	-	3636555..3637430	local	WP_127722416.1	local	protein translocase subunit SecF	GCF_004006395.2	2212991	4.925e-23	1089	39.5	98.3	97.89999999999999
WP_127722417.1	ctg16_42	NZ_CP029758.2	-	3637432..3638706	local	WP_127722417.1	local	protein translocase subunit SecD	GCF_004006395.2	2212991	3.365e-35	1807	39.7	98.8	96.0
WP_127722418.1	ctg16_40	NZ_CP029758.2	-	3638849..3640216	local	WP_127722418.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_004006395.2	2212991	2.907e-52	2293	53.0	96.8	99.3
