Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces sp. HmicA12                                           NZ_KB891809.1         274984    277800    5.1088   0        1        1        1      
Streptomyces sp. SID8379                                           NZ_WWGC01000020.1     274984    277800    5.1088   0        1        1        1      
Streptomyces sp. NPDC047725                                        NZ_JBIDCV010000006.1  311781    314560    5.1013   0        1        1        1      
Streptomyces sp. NPDC046931                                        NZ_JBEYWX010000015.1  191801    194646    5.1021   0        1        1        1      
Streptomyces sp. NPDC002573                                        NZ_JBIARC010000033.1  84040     86899     5.1022   0        1        1        1      
Streptomyces sp. NPDC088400                                        NZ_JBIVMZ010000007.1  197104    199882    5.1007   0        1        1        1      
Streptomyces sp. MUSC 125                                          NZ_JUIG01000022.1     472861    477009    5.1010   0        1        1        1      
Streptomyces sp. NPDC052036                                        NZ_JBFAWW010000011.1  78426     81282     5.1014   0        1        1        1      
Streptomyces sp. NPDC008222                                        NZ_JBIBGS010000016.1  77713     80569     5.1014   0        1        1        1      
Streptomyces sp. ADMS                                              NZ_JAVFVX010000019.1  30933     33759     5.1022   0        1        1        1      
Streptomyces sp. NPDC004533                                        NZ_JBEXLU010000009.1  55030     57889     5.1018   0        1        1        1      
Streptomyces sp. NPDC048483                                        NZ_JBEZJZ010000006.1  133003    135828    5.1022   0        1        1        1      
Streptomyces sp. NPDC005355                                        NZ_JBEXFU010000003.1  117497    120323    5.1013   0        1        1        1      
Streptomyces sp. NBC_00080                                         NZ_CP108235.1         9233182   9237829   5.1000   0        1        1        1      
Streptomyces sp. SLBN-115                                          NZ_VFMT01000002.1     221856    226503    5.1000   0        1        1        1      
Streptomyces sp. NBC_00846                                         NZ_CP108846.1         5407790   5411942   5.0995   0        1        1        1      
Streptomyces sp. SID5469                                           NZ_WWIN01000001.1     2897394   2901516   5.1009   0        1        1        1      
Streptomyces sp. NBC_00424                                         NZ_JAPENN010000002.1  689171    693295    5.1013   0        1        1        1      
Streptomyces sp. ID05-39B                                          NZ_JARGEF010000068.1  7915      12068     5.1007   0        1        1        1      
Streptomyces sp. NPDC001568                                        NZ_JBIAVF010000035.1  335       10138     6.1108   0        1        1        2      
Streptomyces sp. NPDC005393                                        NZ_JBEXFG010000012.1  41117     43943     5.1013   0        1        1        1      
Streptomyces sp. NPDC005336                                        NZ_JBEXGA010000044.1  36374     39200     5.1013   0        1        1        1      
Streptomyces sp. NBC_01335                                         NZ_CP108370.1         6436163   6440285   5.1008   0        1        1        1      
Streptomyces sp. NPDC004327                                        NZ_JBIAME010000002.1  239135    241941    5.1010   0        1        1        1      
Streptomyces sp. NPDC004267                                        NZ_JBIAML010000002.1  688986    691792    5.1010   0        1        1        1      
Streptomyces sp. NPDC007861                                        NZ_JBEYEJ010000001.1  251148    254069    5.1009   0        1        1        1      
Streptomyces sp. KM273126                                          NZ_SJXB02000001.1     6992527   6995440   5.1018   0        1        1        1      
Streptomyces sp. A012304                                           NZ_BQUN01000095.1     120138    122945    5.1007   0        1        1        1      
Streptomyces sp. NPDC047085                                        NZ_JBEYUW010000015.1  8026      12193     5.1009   0        1        1        1      
Streptomyces sp. NPDC102451                                        NZ_JBIWKD010000032.1  7675      11745     5.1019   0        1        1        1      
Streptomyces sp. NPDC051776                                        NZ_JBFAYQ010000001.1  235712    238502    5.1037   0        1        1        1      
Streptomyces sp. NPDC052051                                        NZ_JBFAWV010000003.1  288101    290895    5.1025   0        1        1        1      
Streptomyces sp. NPDC029006                                        NZ_JBEZWR010000056.1  49694     52490     5.1007   0        1        1        1      
Streptomyces sp. NPDC028722                                        NZ_JBEZWU010000023.1  40058     42854     5.1007   0        1        1        1      
Streptomyces sp. NPDC012474                                        NZ_JBIBEP010000008.1  219856    222699    5.1004   0        1        1        1      
Streptomyces sp. NPDC006309                                        NZ_JBEXRO010000018.1  145122    147918    5.1006   0        1        1        1      
Streptomyces sp. NPDC006184                                        NZ_JBEXTE010000051.1  9726      12522     5.1007   0        1        1        1      
Streptomyces sp. HUAS YS2                                          NZ_CP137573.1         5124958   5127767   5.0988   0        1        1        1      
Streptomyces sp. NPDC048629                                        NZ_JBEZHU010000190.1  7776      10585     5.0988   0        1        1        1      
Streptomyces sp. NBC_01451                                         NZ_CP109479.1         7063496   7066337   5.1002   0        1        1        1      
Streptomyces sp. NPDC048606                                        NZ_JBEZIB010000015.1  24819     27679     5.1045   0        1        1        1      
Streptomyces sp. AGS-58                                            NZ_JBGVSN010000011.1  15821     18617     5.0999   0        1        1        1      
Streptomyces sp. Y20                                               NZ_JBIDDP010000011.1  15821     18617     5.0999   0        1        1        1      
Streptomyces sp. NPDC059153                                        NZ_JBHZCT010000160.1  5975      8771      5.1003   0        1        1        1      
Streptomyces sp. NPDC094022                                        NZ_JBEOUG010000033.1  18967     21793     5.1001   0        1        1        1      
Streptomyces sp. NPDC094021                                        NZ_JBIWIE010000026.1  18967     21793     5.1001   0        1        1        1      
Streptomyces sp. NPDC097727                                        NZ_JBIWCH010000002.1  311591    314387    5.1002   0        1        1        1      
Streptomyces sp. NPDC002838                                        NZ_JBEOVF010000010.1  103791    106569    5.1012   0        1        1        1      
Streptomyces coelicolor A3(2) R4-mCherry-14                        NZ_VNIC01000008.1     238119    241894    7.2426   1        1        1        1      
Streptomyces coelicolor A3(2) R4-mCherry-14                        VNIC01000008.1        238119    241894    4.1487   1        0        1        1      
Streptomyces coelicolor A3(2) R4-mCherry-15                        NZ_VNIF01000009.1     61806     65581     7.2426   1        1        1        1      
Streptomyces coelicolor A3(2) R4-mCherry-15                        VNIF01000009.1        61806     65581     4.1487   1        0        1        1      
Streptomyces coelicolor A3(2) R4-mCherry-17                        NZ_VNIG01000010.1     238119    241894    7.2426   1        1        1        1      
Streptomyces coelicolor A3(2) R4-mCherry-17                        VNIG01000010.1        238119    241894    4.1487   1        0        1        1      
Streptomyces coelicolor A3(2) R4-mCherry-18                        NZ_VNIH01000008.1     61806     65581     7.2426   1        1        1        1      
Streptomyces coelicolor A3(2) R4-mCherry-18                        VNIH01000008.1        61806     65581     4.1487   1        0        1        1      
Streptomyces coelicolor                                            CP133591.1            5118523   5122298   7.2426   1        1        1        1      
Streptomyces coelicolor JCM 4020                                   AP025454.1            5605432   5609207   4.1487   1        0        1        1      
Streptomyces coelicolor M22                                        CP133590.1            5527251   5531026   7.2426   1        1        1        1      
Streptomyces rubrogriseus IPS92ro                                  NZ_JAPWHU010000024.1  22211     25986     7.2422   1        1        1        1      
Streptomyces violaceolatus JCM 4531                                NZ_BAAASK010000009.1  220922    224697    7.2421   1        1        1        1      
Streptomyces violaceolatus JCM 4531                                BAAASK010000009.1     220922    224697    4.1482   1        0        1        1      
Streptomyces cyaneus CGMCC 4.1671                                  NZ_RQJW01000026.1     23920     27707     7.2235   1        1        1        1      
Streptomyces regalis NRRL 3151                                     NZ_LLZG01000288.1     20925     24711     7.2182   1        1        1        1      
Streptomyces regalis NRRL 3151                                     NZ_LLZG01000276.1     3166      6927      6.1461   1        1        1        1      
Streptomyces muensis DSM 103493                                    NZ_JAKEIP010000063.1  14676     18466     7.2213   1        1        1        1      
Streptomyces muensis DSM 103493                                    JAKEIP010000063.1     14676     18466     4.1342   1        0        1        1      
Streptomyces sp. T12                                               NZ_CP117866.1         6951819   6955595   7.2204   1        1        1        1      
Streptomyces shaanxiensis JCM 16925                                NZ_BAAAZY010000012.1  703964    707740    7.2224   1        1        1        1      
Streptomyces shaanxiensis JCM 16925                                BAAAZY010000012.1     703964    707740    4.1359   1        0        1        1      
Streptomyces cellulosae NRRL B-2687                                NZ_JOEV01000007.1     21823     25598     7.2223   1        1        1        1      
Streptomyces cellulosae NRRL B-2687                                NZ_JOEV01000071.1     2369      6283      6.1481   1        1        1        1      
Streptomyces cellulosae NPDC051599                                 NZ_JBITDC010000006.1  661386    665300    6.1483   1        1        1        1      
Streptomyces cellulosae NPDC057402                                 NZ_JBHVBW010000038.1  56328     60086     6.1443   1        1        1        1      
Streptomyces cellulosae NPDC003180                                 JBEXNK010000028.1     17243     21001     6.1443   1        1        1        1      
Streptomyces cellulosae NPDC052613                                 JBFAUA010000004.1     437035    440793    3.0975   1        1        0        1      
Streptomyces cellulosae NPDC014998                                 JBIBVW010000005.1     416543    420301    3.0975   1        1        0        1      
Streptomyces cellulosae JCM 4462                                   BNBH01000026.1        17224     20982     6.1439   1        1        1        1      
Streptomyces cellulosae NPDC057399                                 NZ_JBHVBU010000016.1  68199     71957     6.1439   1        1        1        1      
Streptomyces cellulosae NBC_01681                                  NZ_JAPEQI010000001.1  1008293   1012418   6.1432   1        1        1        1      
Streptomyces cellulosae NPDC095999                                 JBEOUY010000041.1     41796     45880     6.1433   1        1        1        1      
Streptomyces cellulosae NPDC004813                                 JBEXKM010000018.1     3254      7379      6.1431   1        1        1        1      
Streptomyces cellulosae NPDC003515                                 JBEXKR010000248.1     2368      6493      6.1432   1        1        1        1      
Streptomyces cellulosae NPDC003188                                 JBEXKS010000019.1     120113    124238    6.1432   1        1        1        1      
Streptomyces cellulosae NPDC052089                                 JBFBCW010000104.1     7989      12114     6.1433   1        1        1        1      
Streptomyces cellulosae NPDC013094                                 JBEYKI010000024.1     119179    123304    6.1432   1        1        1        1      
Streptomyces cellulosae NPDC007855                                 JBEYKQ010000020.1     120280    124405    6.1432   1        1        1        1      
Streptomyces cellulosae NPDC058597                                 JBHXPV010000015.1     120108    124233    6.1432   1        1        1        1      
Streptomyces cellulosae NPDC059768                                 JBHWHJ010000273.1     1139      5264      6.1432   1        1        1        1      
Streptomyces cellulosae NPDC059716                                 JBHWFY010000017.1     3132      7257      6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01780                                  CP109094.1            1065988   1070113   6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01779                                  CP109095.1            6379405   6383530   6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01778                                  CP109097.1            968859    972984    6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01773                                  CP109107.1            1097767   1101892   6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01772                                  CP109108.1            1030912   1035037   6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01711                                  CP109184.1            1036960   1041085   6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01706                                  CP109193.1            952962    957087    6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01703                                  CP109194.1            1036820   1040945   6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01701                                  CP109197.1            6441544   6445669   6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01677                                  CP109220.1            969183    973308    6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01676                                  CP109222.1            6542765   6546890   6.1432   1        1        1        1      
Streptomyces cellulosae NBC 01678                                  CP109453.1            6369504   6373588   6.1433   1        1        1        1      
Streptomyces cellulosae NBC 01667                                  CP109233.1            6778505   6782630   6.1433   1        1        1        1      
Streptomyces cellulosae NBC 01657                                  CP109249.1            6686609   6690734   6.1432   1        1        1        1      
Streptomyces cellulosae NBC_01607                                  CP109308.1            1065844   1069969   6.1432   1        1        1        1      
Streptomyces cellulosae NBC_00556                                  CP107798.1            963467    967592    6.1431   1        1        1        1      
Streptomyces cellulosae NBC 01680                                  CP109212.1            6432488   6436613   6.1433   1        1        1        1      
Streptomyces cellulosae NPDC000686                                 JBEPCK010000027.1     18157     21001     5.1116   0        1        1        1      
Streptomyces cyaneochromogenes MK-45                               NZ_CP034539.1         6551713   6555489   7.2212   1        1        1        1      
Streptomyces cyaneochromogenes MK-45                               NZ_CP034539.1         7608651   7612323   6.1449   1        1        1        1      
Streptomyces caeruleatus NRRL B-24802                              NZ_KQ948926.1         767898    771689    7.2192   1        1        1        1      
Streptomyces caeruleatus NRRL B-24802                              KQ948926.1            767898    771689    4.1335   1        0        1        1      
Streptomyces flaveolus NPDC004958                                  NZ_JBEXJH010000004.1  29637     33447     7.2196   1        1        1        1      
Streptomyces flaveolus NPDC014719                                  NZ_JBIBYT010000003.1  239440    243067    6.1444   1        1        1        1      
Streptomyces flaveolus NPDC086842                                  NZ_JBIVAR010000017.1  104846    108471    6.1444   1        1        1        1      
Streptomyces flaveolus NPDC047111                                  NZ_JBEYUO010000027.1  36059     39684     6.1455   1        1        1        1      
Streptomyces flaveolus NPDC052248                                  NZ_JBFAUY010000083.1  21590     25215     6.1447   1        1        1        1      
Streptomyces flaveolus NPDC052219                                  NZ_JBFAVH010000024.1  82980     86605     6.1447   1        1        1        1      
Streptomyces flaveolus NPDC059703                                  NZ_JBHWFN010000010.1  151731    155356    6.1446   1        1        1        1      
Streptomyces flaveolus NPDC015091                                  NZ_JBIBVL010000012.1  153819    157444    6.1447   1        1        1        1      
Streptomyces flaveolus NPDC102396                                  NZ_JBIWKU010000002.1  445246    448871    6.1447   1        1        1        1      
Streptomyces flaveolus NPDC052172                                  NZ_JBFAVR010000030.1  81818     85443     6.1447   1        1        1        1      
Streptomyces flaveolus JCM 4032                                    NZ_BMRV01000003.1     420087    423713    6.1441   1        1        1        1      
Streptomyces flaveolus NPDC014714                                  NZ_JBIBYU010000016.1  41162     44787     6.1438   1        1        1        1      
Streptomyces flaveolus NPDC000675                                  NZ_JBEPCO010000039.1  75762     79387     6.1444   1        1        1        1      
Streptomyces flaveolus NPDC000632                                  NZ_JBEPCV010000016.1  44709     48334     6.1444   1        1        1        1      
Streptomyces flaveolus NPDC044998                                  NZ_JBEZBB010000022.1  8388      12013     6.1444   1        1        1        1      
Streptomyces flaveolus NPDC000175                                  NZ_JBEPEV010000016.1  8362      11987     6.1441   1        1        1        1      
Streptomyces flaveolus NPDC018018                                  NZ_JBIRGE010000005.1  444958    448583    6.1441   1        1        1        1      
Streptomyces flaveolus NPDC018017                                  NZ_JBIRGF010000003.1  444566    448191    6.1441   1        1        1        1      
Streptomyces flaveolus NPDC052776                                  NZ_JBFATC010000015.1  210446    214208    6.1454   1        1        1        1      
Streptomyces flaveolus NPDC005509                                  NZ_JBEXDP010000015.1  9248      13013     6.1454   1        1        1        1      
Streptomyces flaveolus NPDC046781                                  NZ_JBEYYH010000022.1  9346      13103     6.1462   1        1        1        1      
Streptomyces flaveolus NPDC020594                                  NZ_JBFAEG010000028.1  141499    145264    6.1454   1        1        1        1      
Streptomyces flaveolus NPDC088811                                  NZ_JBFBHV010000023.1  9339      13100     6.1462   1        1        1        1      
Streptomyces flaveolus NRRL B-1589                                 NZ_JNWV01000037.1     9318      13083     6.1452   1        1        1        1      
Streptomyces afghaniensis NPDC017953                               NZ_JBIRHD010000015.1  49263     65806     6.1630   1        1        1        1      
Streptomyces afghaniensis NPDC006242                               NZ_JBEXSO010000009.1  66357     69999     6.1392   1        1        1        1      
Streptomyces afghaniensis NPDC018010                               NZ_JBIRGJ010000010.1  215083    218777    6.1390   1        1        1        1      
Streptomyces afghaniensis NPDC053553                               NZ_JBITXJ010000002.1  140993    144662    6.1396   1        1        1        1      
Streptomyces afghaniensis 772                                      NZ_KE354310.1         25641     29285     6.1397   1        1        1        1      
Streptomyces afghaniensis 772                                      AOPY01001545.1        25641     29285     3.0971   1        1        0        1      
Streptomyces massasporeus NPDC005913                               NZ_JBEXVR010000057.1  7286      10104     5.1193   0        1        1        1      
Streptomyces massasporeus NPDC006882                               NZ_JBEYIH010000100.1  2868      14793     5.1440   1        1        1        1      
Streptomyces massasporeus NPDC012233                               NZ_JBIBFG010000003.1  703110    709632    4.0928   1        1        0        1      
Streptomyces massasporeus NPDC008205                               NZ_JBIBGV010000002.1  703119    709641    4.0928   1        1        0        1      
Streptomyces massasporeus NPDC088819                               NZ_JBIVJM010000012.1  319121    325643    4.0928   1        1        0        1      
Streptomyces massasporeus NPDC006515                               NZ_JBEXPE010000001.1  591500    598023    4.0922   1        1        0        1      
Streptomyces massasporeus NPDC048372                               NZ_JBICYH010000003.1  293020    299543    4.0922   1        1        0        1      
Streptomyces massasporeus JCM 4139                                 NZ_BMSE01000005.1     169690    176204    4.0926   1        1        0        1      
Streptomyces massasporeus NPDC006213                               NZ_JBEXST010000004.1  311591    318106    4.0926   1        1        0        1      
Streptomyces massasporeus NPDC047746                               NZ_JBIDCS010000006.1  275542    282057    4.0920   1        1        0        1      
Streptomyces massasporeus NPDC007952                               NZ_JBIBJS010000005.1  311577    318098    4.0930   1        1        0        1      
Streptomyces massasporeus NPDC087205                               NZ_JBIUZF010000005.1  282421    288942    4.0930   1        1        0        1      
Streptomyces massasporeus NPDC019889                               NZ_JBEYAR010000001.1  299358    305880    4.0928   1        1        0        1      
Streptomyces massasporeus NPDC036699                               NZ_JBEZUU010000003.1  620020    626542    4.0930   1        1        0        1      
Streptomyces massasporeus NPDC059484                               NZ_JBHYUC010000011.1  257639    264161    4.0930   1        1        0        1      
Streptomyces massasporeus NPDC089413                               NZ_JBIVHX010000004.1  1080752   1087274   4.0927   1        1        0        1      
Streptomyces massasporeus NPDC015014                               NZ_JBIBVQ010000003.1  307456    313971    4.0920   1        1        0        1      
Streptomyces massasporeus NPDC048412                               NZ_JBEZKK010000004.1  301248    307772    4.0927   1        1        0        1      
Streptomyces massasporeus NPDC012734                               NZ_JBIBCW010000003.1  375709    382231    4.0924   1        1        0        1      
Streptomyces massasporeus NPDC087910                               NZ_JBIUTY010000002.1  318747    325269    4.0924   1        1        0        1      
Streptomyces massasporeus NPDC007062                               NZ_JBEYGJ010000049.1  32206     35866     6.1413   1        1        1        1      
Streptomyces massasporeus NPDC007066                               NZ_JBIAFP010000039.1  32206     35866     6.1413   1        1        1        1      
Streptomyces massasporeus NPDC013183                               NZ_JBIBAG010000020.1  9688      22668     7.1336   1        1        1        1      
Streptomyces chartreusis NPDC127107                                NZ_JBHXTD010000002.1  296937    301102    7.1680   1        1        1        1      
Streptomyces chartreusis NPDC051965                                NZ_JBFAXN010000011.1  11664     15829     7.1681   1        1        1        1      
Streptomyces chartreusis NPDC101142                                NZ_JBIWPW010000033.1  33974     38139     7.1680   1        1        1        1      
Streptomyces chartreusis NPDC101142                                NZ_JBIWPW010000003.1  150032    153639    6.1438   1        1        1        1      
Streptomyces chartreusis NPDC048619                                NZ_JBICVT010000009.1  13130     17295     7.1678   1        1        1        1      
Streptomyces chartreusis NPDC056769                                NZ_JBHTZX010000026.1  44        4209      7.1679   1        1        1        1      
Streptomyces chartreusis NBC_00590                                 NZ_CP107762.1         4318690   4322855   7.1677   1        1        1        1      
Streptomyces chartreusis NBC_00865                                 NZ_CP108820.1         5854277   5858442   7.1679   1        1        1        1      
Streptomyces chartreusis NBC_00865                                 NZ_CP108821.1         828142    831760    6.1435   1        1        1        1      
Streptomyces chartreusis NBC_00851                                 NZ_CP108840.1         4517597   4521762   7.1677   1        1        1        1      
Streptomyces chartreusis NBC_00851                                 NZ_CP108842.1         593603    597221    6.1436   1        1        1        1      
Streptomyces chartreusis NPDC005815                                NZ_JBEXXI010000001.1  423394    427559    7.1681   1        1        1        1      
Streptomyces chartreusis NPDC005815                                NZ_JBEXXI010000040.1  63290     66898     6.1436   1        1        1        1      
Streptomyces chartreusis NPDC056366                                NZ_JBHJQE010000014.1  255446    259611    7.1677   1        1        1        1      
Streptomyces chartreusis NPDC056365                                NZ_JBHJQF010000110.1  3639      7804      7.1677   1        1        1        1      
Streptomyces chartreusis NPDC001882                                NZ_JBIATH010000007.1  255128    259293    7.1681   1        1        1        1      
Streptomyces chartreusis NPDC001882                                NZ_JBIATH010000003.1  760465    764073    6.1436   1        1        1        1      
Streptomyces chartreusis NPDC001877                                NZ_JBIATJ010000019.1  131133    135298    7.1677   1        1        1        1      
Streptomyces chartreusis NPDC088099                                NZ_JBIUTI010000006.1  269234    273399    7.1676   1        1        1        1      
Streptomyces chartreusis NPDC088926                                NZ_JBIVIL010000008.1  272437    276602    7.1681   1        1        1        1      
Streptomyces chartreusis NPDC088926                                NZ_JBIVIL010000005.1  701399    705006    6.1449   1        1        1        1      
Streptomyces chartreusis NPDC046972                                NZ_JBEYWR010000157.1  14596     18761     7.1674   1        1        1        1      
Streptomyces chartreusis NRRL 12338                                NZ_JH164840.1         9456      25960     6.1581   1        1        1        1      
Streptomyces chartreusis NPDC057548                                NZ_JBHVFI010000494.1  1204      4181      5.1121   0        1        1        1      
Streptomyces chartreusis NPDC056256                                NZ_JBFBNU010000021.1  174235    190874    8.1704   2        1        1        1      
Streptomyces chartreusis NPDC056256                                NZ_JBFBNU010000034.1  75453     79282     6.1441   1        1        1        1      
Streptomyces chartreusis NPDC056328                                NZ_JBHJRB010000035.1  1377      5207      6.1439   1        1        1        1      
Streptomyces chartreusis NPDC056328                                NZ_JBHJRB010000023.1  113481    126989    6.1372   1        1        1        1      
Streptomyces chartreusis NPDC048375                                NZ_JBICYF010000014.1  105409    122009    8.1700   2        1        1        1      
Streptomyces chartreusis NPDC048375                                NZ_JBICYF010000004.1  779       4876      6.1444   1        1        1        1      
Streptomyces chartreusis NPDC018011                                NZ_JBIRGI010000017.1  105286    121886    5.1174   2        0        1        1      
Streptomyces chartreusis NPDC048599                                NZ_JBEZIC010000005.1  1286      5099      6.1438   1        1        1        1      
Streptomyces chartreusis NPDC048599                                NZ_JBEZIC010000018.1  60723     77268     5.1159   2        0        1        1      
Streptomyces chartreusis NPDC047978                                NZ_JBEZNS010000002.1  693388    697201    6.1438   1        1        1        1      
Streptomyces chartreusis NPDC047978                                NZ_JBEZNS010000026.1  132058    138004    4.0863   1        0        1        1      
Streptomyces chartreusis NPDC049395                                NZ_JBFAQD010000001.1  445797    449610    6.1438   1        1        1        1      
Streptomyces chartreusis NPDC049395                                NZ_JBFAQD010000010.1  136503    153048    5.1160   2        0        1        1      
Streptomyces chartreusis NPDC069682                                NZ_JBFBMW010000031.1  1286      5099      6.1438   1        1        1        1      
Streptomyces chartreusis NPDC069682                                NZ_JBFBMW010000013.1  132058    148603    5.1158   2        0        1        1      
Streptomyces chartreusis NPDC058310                                NZ_JBHVZC010000066.1  36630     40595     6.1444   1        1        1        1      
Streptomyces chartreusis NPDC058310                                NZ_JBHVZC010000062.1  29960     35905     4.0864   1        0        1        1      
Streptomyces chartreusis NPDC060320                                NZ_JBHXCH010000004.1  838655    842470    6.1442   1        1        1        1      
Streptomyces chartreusis NPDC060320                                NZ_JBHXCH010000002.1  542437    558986    5.1161   2        0        1        1      
Streptomyces chartreusis NPDC060361                                NZ_JBHXCZ010000068.1  42249     46184     6.1447   1        1        1        1      
Streptomyces chartreusis NPDC060361                                NZ_JBHXCZ010000091.1  5219      11163     4.0865   1        0        1        1      
Streptomyces chartreusis NPDC127027                                NZ_JBHXDK010000009.1  454936    458751    6.1442   1        1        1        1      
Streptomyces chartreusis NPDC127027                                NZ_JBHXDK010000001.1  542253    558802    5.1161   2        0        1        1      
Streptomyces chartreusis NPDC003837                                NZ_JBIANM010000010.1  429025    432838    6.1438   1        1        1        1      
Streptomyces chartreusis NPDC003837                                NZ_JBIANM010000003.1  377598    394139    5.1157   2        0        1        1      
Streptomyces chartreusis NPDC077535                                NZ_JBITVI010000015.1  1181      4994      6.1438   1        1        1        1      
Streptomyces chartreusis NPDC077535                                NZ_JBITVI010000021.1  132058    138004    4.0863   1        0        1        1      
Streptomyces chartreusis NPDC088105                                NZ_JBIUTH010000001.1  739808    743861    6.1444   1        1        1        1      
Streptomyces chartreusis NPDC088105                                NZ_JBIUTH010000043.1  47051     52996     4.0862   1        0        1        1      
Streptomyces chartreusis NPDC057295                                NZ_JBHUZC010000036.1  776       4647      6.1444   1        1        1        1      
Streptomyces chartreusis NPDC059777                                NZ_JBHWHN010000004.1  305041    308791    6.1443   1        1        1        1      
Streptomyces chartreusis NPDC059777                                NZ_JBHWHN010000001.1  641349    658105    8.1704   2        1        1        1      
Streptomyces chartreusis NA02069                                   NZ_CP056041.1         1275061   1291687   8.1704   2        1        1        1      
Streptomyces chartreusis NA02069                                   NZ_CP056041.1         7135965   7139794   6.1441   1        1        1        1      
Streptomyces chartreusis NPDC057657                                NZ_JBHVHS010000020.1  629       4379      6.1442   1        1        1        1      
Streptomyces chartreusis NPDC057657                                NZ_JBHVHS010000001.1  920827    937468    8.1706   2        1        1        1      
Streptomyces chartreusis NPDC058381                                NZ_JBHXJL010000016.1  202461    206290    6.1440   1        1        1        1      
Streptomyces chartreusis NPDC058381                                NZ_JBHXJL010000012.1  20573     37215     8.1707   2        1        1        1      
Streptomyces chartreusis NPDC015687                                NZ_JBIBSP010000023.1  671       4421      6.1442   1        1        1        1      
Streptomyces chartreusis NPDC015687                                NZ_JBIBSP010000001.1  174408    191034    8.1712   2        1        1        1      
Streptomyces chartreusis NBC_00215                                 NZ_CP108114.1         1328621   1345259   8.1705   2        1        1        1      
Streptomyces chartreusis NBC_00215                                 NZ_CP108114.1         6990809   6994559   6.1441   1        1        1        1      
Streptomyces chartreusis JCM 4570                                  NZ_BMUS01000002.1     833297    837126    6.1441   1        1        1        1      
Streptomyces chartreusis JCM 4570                                  BMUS01000002.1        833297    835858    4.0876   1        0        1        1      
Streptomyces chartreusis JCM 4570                                  NZ_BMUS01000001.1     850760    867400    8.1713   2        1        1        1      
Streptomyces chartreusis JCM 4570                                  BMUS01000001.1        861455    867400    7.1413   1        1        1        1      
Streptomyces chartreusis ATCC 14922                                NZ_CP023689.1         850707    867347    8.1713   2        1        1        1      
Streptomyces chartreusis ATCC 14922                                NZ_CP023689.1         6343069   6346898   6.1441   1        1        1        1      
Streptomyces chartreusis NPDC016602                                NZ_JBIBRM010000026.1  749       4578      6.1441   1        1        1        1      
Streptomyces chartreusis NPDC016602                                NZ_JBIBRM010000016.1  173543    190183    8.1713   2        1        1        1      
Streptomyces chartreusis HKI-249                                   AJ786382.1            5147      11092     4.0864   1        0        1        1      
Streptomyces moderatus DT446                                       CP116671.1            3172370   3176535   7.1680   1        1        1        1      
Streptomyces canus 299MFChir4.1                                    NZ_KB911582.1         171300    176248    7.1698   1        1        1        1      
Streptomyces canus NPDC048476                                      NZ_JBICXD010000010.1  64475     68745     7.1686   1        1        1        1      
Streptomyces canus NPDC002951                                      NZ_JBEXNU010000001.1  676351    680517    7.1686   1        1        1        1      
Streptomyces canus DSM 40017                                       NZ_KQ948659.1         12179     16345     7.1687   1        1        1        1      
Streptomyces canus NPDC005920                                      NZ_JBEXVN010000049.1  57467     62098     7.1695   1        1        1        1      
Streptomyces canus NPDC006212                                      NZ_JBEXSU010000001.1  1340524   1344866   7.1676   1        1        1        1      
Streptomyces canus NPDC006210                                      NZ_JBEXSV010000032.1  72235     76577     7.1676   1        1        1        1      
Streptomyces canus NPDC005491                                      NZ_JBIAJS010000006.1  19181     23350     7.1686   1        1        1        1      
Streptomyces canus NPDC005418                                      NZ_JBIAJW010000001.1  656427    660697    7.1688   1        1        1        1      
Streptomyces canus NBC_00002                                       NZ_CP108321.1         7911564   7915730   7.1685   1        1        1        1      
Streptomyces canus DSM 40275                                       NZ_KQ948305.1         76146     80429     7.1689   1        1        1        1      
Streptomyces canus NBC_00633                                       NZ_CP107731.1         3132937   3137221   7.1686   1        1        1        1      
Streptomyces canus NPDC008039                                      NZ_JBIBIN010000001.1  655255    659642    7.1686   1        1        1        1      
Streptomyces canus NPDC048437                                      NZ_JBICXO010000003.1  219396    223562    7.1684   1        1        1        1      
Streptomyces canus NPDC059261                                      NZ_JBHYZK010000001.1  1102260   1106884   7.1690   1        1        1        1      
Streptomyces canus NBC_01360                                       NZ_CP108346.1         7704733   7709016   7.1684   1        1        1        1      
Streptomyces canus NBC_00710                                       NZ_CP108995.1         3191365   3195636   7.1681   1        1        1        1      
Streptomyces canus NBC_01002                                       NZ_CP108709.1         8625415   8629810   6.1369   1        1        1        1      
Streptomyces canus NBC_01002                                       CP108709.1            8625415   8629810   6.1371   1        1        1        1      
